"DateTime","Players","Average Players","Twitch Viewers"
"2021-06-13 00:00:00",,,9
"2021-06-14 00:00:00",,,7670
"2021-06-15 00:00:00",,,5
"2021-06-16 00:00:00",,,39
"2021-06-17 00:00:00",,,9
"2021-06-18 00:00:00",,,3
"2021-06-19 00:00:00",,,3
"2021-06-20 00:00:00",,,1
"2021-06-21 00:00:00",,,6
"2021-06-22 00:00:00",,,5
"2021-06-23 00:00:00",,,5
"2021-06-24 00:00:00",,,3
"2021-06-25 00:00:00",,,1
"2021-06-26 00:00:00",,,4
"2021-06-27 00:00:00",,,2
"2021-06-28 00:00:00",,,20
"2021-06-29 00:00:00",,,3
"2021-06-30 00:00:00",,,0
"2021-07-01 00:00:00",,,4
"2021-07-02 00:00:00",,,3
"2021-07-03 00:00:00",,,5
"2021-07-04 00:00:00",,,0
"2021-07-05 00:00:00",,,7
"2021-07-06 00:00:00",,,0
"2021-07-07 00:00:00",,,0
"2021-07-08 00:00:00",,,2
"2021-07-09 00:00:00",,,2
"2021-07-10 00:00:00",,,4
"2021-07-11 00:00:00",,,2
"2021-07-12 00:00:00",,,1714
"2021-07-13 00:00:00",,,4
"2021-07-14 00:00:00",,,8
"2021-07-15 00:00:00",,,11
"2021-07-16 00:00:00",,,2
"2021-07-17 00:00:00",,,8
"2021-07-18 00:00:00",,,0
"2021-07-19 00:00:00",,,1
"2021-07-20 00:00:00",,,2
"2021-07-21 00:00:00",,,0
"2021-07-22 00:00:00",,,0
"2021-07-23 00:00:00",,,0
"2021-07-24 00:00:00",,,1
"2021-07-25 00:00:00",,,0
"2021-07-26 00:00:00",,,1690
"2021-07-27 00:00:00",,,0
"2021-07-28 00:00:00",,,0
"2021-07-29 00:00:00",,,0
"2021-07-30 00:00:00",,,0
"2021-07-31 00:00:00",,,1
"2021-08-01 00:00:00",,,0
"2021-08-02 00:00:00",,,1
"2021-08-03 00:00:00",,,0
"2021-08-04 00:00:00",,,0
"2021-08-05 00:00:00",,,0
"2021-08-06 00:00:00",,,1
"2021-08-07 00:00:00",,,2
"2021-08-08 00:00:00",,,0
"2021-08-09 00:00:00",,,2903
"2021-08-10 00:00:00",,,0
"2021-08-11 00:00:00",,,1
"2021-08-12 00:00:00",,,7
"2021-08-13 00:00:00",,,10
"2021-08-14 00:00:00",,,0
"2021-08-15 00:00:00",,,0
"2021-08-16 00:00:00",,,2
"2021-08-17 00:00:00",,,0
"2021-08-18 00:00:00",,,2
"2021-08-19 00:00:00",,,2
"2021-08-20 00:00:00",,,1
"2021-08-21 00:00:00",,,0
"2021-08-22 00:00:00",,,0
"2021-08-23 00:00:00",,,0
"2021-08-24 00:00:00",,,4732
"2021-08-25 00:00:00",,,498
"2021-08-26 00:00:00",,,7
"2021-08-27 00:00:00",,,3
"2021-08-28 00:00:00",,,3
"2021-08-29 00:00:00",,,1
"2021-08-30 00:00:00",,,1
"2021-08-31 00:00:00",,,5
"2021-09-01 00:00:00",,,0
"2021-09-02 00:00:00",,,0
"2021-09-03 00:00:00",,,45
"2021-09-04 00:00:00",,,1
"2021-09-05 00:00:00",,,0
"2021-09-06 00:00:00",,,0
"2021-09-07 00:00:00",,,2389
"2021-09-08 00:00:00",,,0
"2021-09-09 00:00:00",,,17
"2021-09-10 00:00:00",,,11
"2021-09-11 00:00:00",,,0
"2021-09-12 00:00:00",,,3
"2021-09-13 00:00:00",,,3
"2021-09-14 00:00:00",,,3
"2021-09-15 00:00:00",,,7
"2021-09-16 00:00:00",,,9
"2021-09-17 00:00:00",,,3
"2021-09-18 00:00:00",,,1
"2021-09-19 00:00:00",,,9
"2021-09-20 00:00:00",,,1861
"2021-09-21 00:00:00",,,7
"2021-09-22 00:00:00",,,12
"2021-09-23 00:00:00",,,2
"2021-09-24 00:00:00",,,0
"2021-09-25 00:00:00",,,3
"2021-09-26 00:00:00",,,1
"2021-09-27 00:00:00",,,0
"2021-09-28 00:00:00",,,0
"2021-09-29 00:00:00",,,8
"2021-09-30 00:00:00",,,13
"2021-10-01 00:00:00",,,2
"2021-10-02 00:00:00",,,0
"2021-10-03 00:00:00",,,10
"2021-10-04 00:00:00",,,2202
"2021-10-05 00:00:00",,,4
"2021-10-06 00:00:00",,,6
"2021-10-07 00:00:00",,,0
"2021-10-08 00:00:00",,,1
"2021-10-09 00:00:00",,,0
"2021-10-10 00:00:00",,,4
"2021-10-11 00:00:00",,,145
"2021-10-12 00:00:00",,,17
"2021-10-13 00:00:00",,,14
"2021-10-14 00:00:00",,,13
"2021-10-15 00:00:00",,,19
"2021-10-16 00:00:00",,,6
"2021-10-17 00:00:00",,,9
"2021-10-18 00:00:00",,,1797
"2021-10-19 00:00:00",,,6
"2021-10-20 00:00:00",,,7
"2021-10-21 00:00:00",,,7
"2021-10-22 00:00:00",,,63
"2021-10-23 00:00:00",,,3
"2021-10-24 00:00:00",,,7
"2021-10-25 00:00:00",,,14
"2021-10-26 00:00:00",,,258
"2021-10-27 00:00:00",,,9
"2021-10-28 00:00:00",,,7
"2021-10-29 00:00:00",,,14
"2021-10-30 00:00:00",,,10
"2021-10-31 00:00:00",,,18
"2021-11-01 00:00:00",,,21
"2021-11-02 00:00:00",,,36
"2021-11-03 00:00:00",,,97
"2021-11-04 00:00:00",,,84017
"2021-11-05 00:00:00",,,84697
"2021-11-06 00:00:00",,,84263
"2021-11-07 00:00:00",,,95623
"2021-11-08 00:00:00",,,49359
"2021-11-09 00:00:00",70726,,88157
"2021-11-10 00:00:00",74323,,68079
"2021-11-11 00:00:00",80859,,39990
"2021-11-12 00:00:00",73966,,83191
"2021-11-13 00:00:00",81096,,30783
"2021-11-14 00:00:00",79767,,62208
"2021-11-15 00:00:00",62275,,62883
"2021-11-16 00:00:00",56628,,45874
"2021-11-17 00:00:00",52222,,23988
"2021-11-18 00:00:00",49809,,34165
"2021-11-19 00:00:00",45527,,25334
"2021-11-20 00:00:00",50309,,37753
"2021-11-21 00:00:00",48506,,25121
"2021-11-22 00:00:00",37924,,16439
"2021-11-23 00:00:00",34711,,17593
"2021-11-24 00:00:00",34210,,16422
"2021-11-25 00:00:00",37331,,13899
"2021-11-26 00:00:00",35307,,20292
"2021-11-27 00:00:00",37024,,14497
"2021-11-28 00:00:00",35355,,18773
"2021-11-29 00:00:00",26361,,16221
"2021-11-30 00:00:00",24767,,11623
"2021-12-01 00:00:00",23325,,28294
"2021-12-02 00:00:00",26038,,22325
"2021-12-03 00:00:00",26457,,23664
"2021-12-04 00:00:00",31367,,9208
"2021-12-05 00:00:00",30158,,8370
"2021-12-06 00:00:00",21719,,9131
"2021-12-07 00:00:00",20869,,4849
"2021-12-08 00:00:00",19982,,4896
"2021-12-09 00:00:00",23558,,7297
"2021-12-10 00:00:00",22660,,8792
"2021-12-11 00:00:00",25166,,5833
"2021-12-12 00:00:00",22223,,7751
"2021-12-13 00:00:00",17121,,8731
"2021-12-14 00:00:00",16211,,18353
"2021-12-15 00:00:00",16269,,13851
"2021-12-16 00:00:00",18553,,12036
"2021-12-17 00:00:00",18424,,6965
"2021-12-18 00:00:00",20310,,5209
"2021-12-19 00:00:00",19710,,20319
"2021-12-20 00:00:00",16143,,6865
"2021-12-21 00:00:00",15832,,5636
"2021-12-22 00:00:00",15331,,4800
"2021-12-23 00:00:00",19880,,7705
"2021-12-24 00:00:00",20637,,1971
"2021-12-25 00:00:00",23553,,3387
"2021-12-26 00:00:00",24071,,3670
"2021-12-27 00:00:00",23812,,3372
"2021-12-28 00:00:00",22795,,7215
"2021-12-29 00:00:00",22857,,7893
"2021-12-30 00:00:00",26245,,6843
"2021-12-31 00:00:00",24355,,2963
"2022-01-01 00:00:00",23423,,2994
"2022-01-02 00:00:00",23068,,5373
"2022-01-03 00:00:00",19778,,3541
"2022-01-04 00:00:00",18456,,2711
"2022-01-05 00:00:00",18603,,4611
"2022-01-06 00:00:00",21891,,4499
"2022-01-07 00:00:00",20451,,3347
"2022-01-08 00:00:00",21436,,3320
"2022-01-09 00:00:00",20433,,7928
"2022-01-10 00:00:00",15697,,9160
"2022-01-11 00:00:00",15486,,3326
"2022-01-12 00:00:00",15360,,7478
"2022-01-13 00:00:00",17839,,2971
"2022-01-14 00:00:00",17054,,3854
"2022-01-15 00:00:00",18835,,3691
"2022-01-16 00:00:00",18074,,4314
"2022-01-17 00:00:00",15658,,2924
"2022-01-18 00:00:00",13492,,6414
"2022-01-19 00:00:00",13575,,5551
"2022-01-20 00:00:00",16166,,2461
"2022-01-21 00:00:00",15137,,3118
"2022-01-22 00:00:00",17001,,7586
"2022-01-23 00:00:00",16398,,4538
"2022-01-24 00:00:00",12508,,3569
"2022-01-25 00:00:00",12036,,5493
"2022-01-26 00:00:00",12507,,4271
"2022-01-27 00:00:00",15814,,3413
"2022-01-28 00:00:00",14723,,4056
"2022-01-29 00:00:00",16473,,2623
"2022-01-30 00:00:00",16783,,7809
"2022-01-31 00:00:00",12855,,3066
"2022-02-01 00:00:00",12664,,19526
"2022-02-02 00:00:00",14405,,1765
"2022-02-03 00:00:00",19524,,3422
"2022-02-04 00:00:00",16610,,16404
"2022-02-05 00:00:00",17311,,16384
"2022-02-06 00:00:00",16919,,1570
"2022-02-07 00:00:00",12628,,7250
