DateTime;Players;Average Players;Twitch Viewers;game
09.12.22 00:00;13126;8763;1101;forza_horizon_5
10.12.22 00:00;14464;10085;2660;forza_horizon_5
11.12.22 00:00;14209;10177;1024;forza_horizon_5
12.12.22 00:00;10640;7615;5448;forza_horizon_5
13.12.22 00:00;10073;7159;1410;forza_horizon_5
14.12.22 00:00;9666;6747;1415;forza_horizon_5
15.12.22 00:00;11370;7286;1266;forza_horizon_5
16.12.22 00:00;11106;7875;2315;forza_horizon_5
17.12.22 00:00;12215;8713;7437;forza_horizon_5
18.12.22 00:00;11574;8066;1107;forza_horizon_5
19.12.22 00:00;8447;6369;1521;forza_horizon_5
20.12.22 00:00;8714;6368;62893;forza_horizon_5
21.12.22 00:00;9024;6684;8003;forza_horizon_5
22.12.22 00:00;11657;7723;7261;forza_horizon_5
23.12.22 00:00;12418;9082;2029;forza_horizon_5
24.12.22 00:00;13707;9924;1350;forza_horizon_5
25.12.22 00:00;14487;11159;2902;forza_horizon_5
26.12.22 00:00;15317;11496;1592;forza_horizon_5
27.12.22 00:00;15154;11365;2298;forza_horizon_5
28.12.22 00:00;14641;10955;1730;forza_horizon_5
29.12.22 00:00;16605;11516;1349;forza_horizon_5
30.12.22 00:00;16291;11945;6363;forza_horizon_5
31.12.22 00:00;16209;11645;985;forza_horizon_5
01.01.23 00:00;15048;11438;8329;forza_horizon_5
02.01.23 00:00;14091;10825;2625;forza_horizon_5
03.01.23 00:00;12929;9601;1379;forza_horizon_5
04.01.23 00:00;13364;9518;2763;forza_horizon_5
05.01.23 00:00;15427;10211;6467;forza_horizon_5
06.01.23 00:00;15571;11071;2134;forza_horizon_5
07.01.23 00:00;15642;11579;2865;forza_horizon_5
08.01.23 00:00;15614;11089;1205;forza_horizon_5
09.01.23 00:00;10496;7941;1795;forza_horizon_5
10.01.23 00:00;10247;7497;2977;forza_horizon_5
11.01.23 00:00;10573;7469;1717;forza_horizon_5
12.01.23 00:00;12192;7988;5148;forza_horizon_5
13.01.23 00:00;12166;8752;9383;forza_horizon_5
14.01.23 00:00;13498;10087;1774;forza_horizon_5
15.01.23 00:00;14528;10487;1982;forza_horizon_5
16.01.23 00:00;11143;8496;1840;forza_horizon_5
17.01.23 00:00;10764;8041;1397;forza_horizon_5
18.01.23 00:00;11198;8155;2071;forza_horizon_5
19.01.23 00:00;13095;8842;1219;forza_horizon_5
20.01.23 00:00;12894;9512;2252;forza_horizon_5
21.01.23 00:00;14864;10981;2276;forza_horizon_5
22.01.23 00:00;14760;10887;1173;forza_horizon_5
23.01.23 00:00;11069;8518;676;forza_horizon_5
24.01.23 00:00;11048;8418;1521;forza_horizon_5
25.01.23 00:00;11411;8440;960;forza_horizon_5
26.01.23 00:00;13314;9038;46746;forza_horizon_5
27.01.23 00:00;13396;9859;49360;forza_horizon_5
28.01.23 00:00;15366;11170;911;forza_horizon_5
29.01.23 00:00;15264;10755;1357;forza_horizon_5
30.01.23 00:00;10708;7943;9470;forza_horizon_5
31.01.23 00:00;10485;7297;10058;forza_horizon_5
01.02.23 00:00;10213;7036;2492;forza_horizon_5
02.02.23 00:00;14362;8480;3762;forza_horizon_5
03.02.23 00:00;13332;9493;3596;forza_horizon_5
04.02.23 00:00;14750;10726;2735;forza_horizon_5
05.02.23 00:00;14218;10263;2838;forza_horizon_5
06.02.23 00:00;9974;7277;2830;forza_horizon_5
07.02.23 00:00;9860;6860;5837;forza_horizon_5
08.02.23 00:00;9738;6710;2151;forza_horizon_5
09.02.23 00:00;12614;7687;6831;forza_horizon_5
10.02.23 00:00;12205;8328;6645;forza_horizon_5
11.02.23 00:00;13275;9530;1184;forza_horizon_5
12.02.23 00:00;12613;9092;978;forza_horizon_5
13.02.23 00:00;9354;6498;1698;forza_horizon_5
14.02.23 00:00;8779;6030;812;forza_horizon_5
15.02.23 00:00;9058;6074;867;forza_horizon_5
16.02.23 00:00;11249;6814;5779;forza_horizon_5
17.02.23 00:00;11571;7638;930;forza_horizon_5
18.02.23 00:00;12354;8745;1083;forza_horizon_5
19.02.23 00:00;11837;8436;788;forza_horizon_5
20.02.23 00:00;8952;6404;875;forza_horizon_5
21.02.23 00:00;8711;5966;852;forza_horizon_5
22.02.23 00:00;8795;5999;1814;forza_horizon_5
23.02.23 00:00;11374;6877;7602;forza_horizon_5
24.02.23 00:00;11159;7487;10344;forza_horizon_5
25.02.23 00:00;12143;8636;9104;forza_horizon_5
26.02.23 00:00;11582;8252;1275;forza_horizon_5
27.02.23 00:00;8468;5874;1096;forza_horizon_5
28.02.23 00:00;8323;5526;1419;forza_horizon_5
01.03.23 00:00;7930;5338;895;forza_horizon_5
02.03.23 00:00;10738;6311;2639;forza_horizon_5
03.03.23 00:00;10763;7099;883;forza_horizon_5
04.03.23 00:00;11957;8392;2120;forza_horizon_5
05.03.23 00:00;11368;7994;7033;forza_horizon_5
06.03.23 00:00;8171;5469;1048;forza_horizon_5
07.03.23 00:00;7988;5336;2361;forza_horizon_5
08.03.23 00:00;8376;5366;971;forza_horizon_5
09.03.23 00:00;9955;5936;1821;forza_horizon_5
10.03.23 00:00;10118;6723;622;forza_horizon_5
11.03.23 00:00;11173;8005;2255;forza_horizon_5
12.03.23 00:00;10865;7708;985;forza_horizon_5
13.03.23 00:00;7595;5299;982;forza_horizon_5
14.03.23 00:00;7589;5151;1087;forza_horizon_5
15.03.23 00:00;8104;5272;3805;forza_horizon_5
16.03.23 00:00;9628;5799;1234;forza_horizon_5
17.03.23 00:00;12860;8010;1463;forza_horizon_5
18.03.23 00:00;15968;10902;3347;forza_horizon_5
19.03.23 00:00;17174;11375;3630;forza_horizon_5
20.03.23 00:00;14015;8487;727;forza_horizon_5
21.03.23 00:00;14275;8422;680;forza_horizon_5
22.03.23 00:00;14188;8550;913;forza_horizon_5
23.03.23 00:00;15929;9303;1618;forza_horizon_5
24.03.23 00:00;16725;10270;4698;forza_horizon_5
25.03.23 00:00;18528;12315;1111;forza_horizon_5
26.03.23 00:00;18602;12159;1201;forza_horizon_5
27.03.23 00:00;15021;8866;2059;forza_horizon_5
28.03.23 00:00;15159;8786;1301;forza_horizon_5
29.03.23 00:00;16427;10411;6867;forza_horizon_5
30.03.23 00:00;23442;14044;9983;forza_horizon_5
31.03.23 00:00;24668;15236;4516;forza_horizon_5
01.04.23 00:00;26403;17831;3289;forza_horizon_5
02.04.23 00:00;25650;17259;2483;forza_horizon_5
03.04.23 00:00;19920;12771;4091;forza_horizon_5
04.04.23 00:00;20515;12776;1812;forza_horizon_5
05.04.23 00:00;19811;13474;1005;forza_horizon_5
06.04.23 00:00;22599;13410;4903;forza_horizon_5
07.04.23 00:00;23640;14793;1063;forza_horizon_5
08.04.23 00:00;21780;14676;1417;forza_horizon_5
09.04.23 00:00;19344;13622;1484;forza_horizon_5
10.04.23 00:00;17555;10756;759;forza_horizon_5
11.04.23 00:00;15268;9306;3302;forza_horizon_5
12.04.23 00:00;14388;8758;7525;forza_horizon_5
13.04.23 00:00;16875;9307;2610;forza_horizon_5
14.04.23 00:00;16711;10302;1329;forza_horizon_5
15.04.23 00:00;17316;11659;1309;forza_horizon_5
16.04.23 00:00;15876;10948;1156;forza_horizon_5
17.04.23 00:00;12240;7673;1307;forza_horizon_5
18.04.23 00:00;11792;7369;2514;forza_horizon_5
19.04.23 00:00;11747;7232;5052;forza_horizon_5
20.04.23 00:00;14475;8113;1241;forza_horizon_5
21.04.23 00:00;14381;9082;3103;forza_horizon_5
22.04.23 00:00;14799;10511;2121;forza_horizon_5
23.04.23 00:00;14927;9833;2126;forza_horizon_5
24.04.23 00:00;11928;7402;1023;forza_horizon_5
25.04.23 00:00;11890;7133;780;forza_horizon_5
26.04.23 00:00;10996;6793;1255;forza_horizon_5
27.04.23 00:00;16876;8484;1643;forza_horizon_5
28.04.23 00:00;15133;9628;1614;forza_horizon_5
29.04.23 00:00;14751;10648;1678;forza_horizon_5
30.04.23 00:00;14088;10256;1159;forza_horizon_5
01.05.23 00:00;13047;8910;617;forza_horizon_5
02.05.23 00:00;10606;7377;2784;forza_horizon_5
03.05.23 00:00;11007;7294;843;forza_horizon_5
04.05.23 00:00;15431;8098;1427;forza_horizon_5
05.05.23 00:00;14102;8972;0;forza_horizon_5
06.05.23 00:00;15155;9836;1146;forza_horizon_5
07.05.23 00:00;14180;9804;1062;forza_horizon_5
08.05.23 00:00;11592;7152;1335;forza_horizon_5
09.05.23 00:00;12882;7587;847;forza_horizon_5
10.05.23 00:00;14578;8680;3361;forza_horizon_5
11.05.23 00:00;20393;10567;1401;forza_horizon_5
12.05.23 00:00;20155;12077;788;forza_horizon_5
13.05.23 00:00;20692;13992;1179;forza_horizon_5
14.05.23 00:00;20783;13988;4679;forza_horizon_5
15.05.23 00:00;17479;10438;1269;forza_horizon_5
16.05.23 00:00;16789;9963;2386;forza_horizon_5
17.05.23 00:00;16004;9636;5096;forza_horizon_5
18.05.23 00:00;19843;10736;7109;forza_horizon_5
19.05.23 00:00;18000;11174;1361;forza_horizon_5
20.05.23 00:00;17249;11940;2643;forza_horizon_5
21.05.23 00:00;16275;11188;5974;forza_horizon_5
22.05.23 00:00;13054;8160;23537;forza_horizon_5
23.05.23 00:00;13087;7699;10007;forza_horizon_5
24.05.23 00:00;12703;7685;6262;forza_horizon_5
25.05.23 00:00;17031;9064;1652;forza_horizon_5
26.05.23 00:00;15892;9846;1663;forza_horizon_5
27.05.23 00:00;15716;10890;1175;forza_horizon_5
28.05.23 00:00;14766;10513;1107;forza_horizon_5
29.05.23 00:00;13893;8698;888;forza_horizon_5
30.05.23 00:00;11820;7454;1034;forza_horizon_5
31.05.23 00:00;12041;7424;2001;forza_horizon_5
01.06.23 00:00;14642;8207;2215;forza_horizon_5
02.06.23 00:00;14456;8995;1229;forza_horizon_5
03.06.23 00:00;14200;10004;1269;forza_horizon_5
04.06.23 00:00;13637;9610;1300;forza_horizon_5
05.06.23 00:00;11530;7308;887;forza_horizon_5
06.06.23 00:00;10936;7026;7146;forza_horizon_5
07.06.23 00:00;11213;7034;744;forza_horizon_5
08.06.23 00:00;14337;8054;2883;forza_horizon_5
09.06.23 00:00;13102;8317;984;forza_horizon_5
10.06.23 00:00;13201;8988;1192;forza_horizon_5
11.06.23 00:00;12456;8728;2079;forza_horizon_5
12.06.23 00:00;10568;6847;2540;forza_horizon_5
13.06.23 00:00;10048;6462;5468;forza_horizon_5
14.06.23 00:00;10102;6466;5902;forza_horizon_5
15.06.23 00:00;13209;7291;6819;forza_horizon_5
16.06.23 00:00;15273;9404;886;forza_horizon_5
17.06.23 00:00;18960;12495;2034;forza_horizon_5
18.06.23 00:00;20573;13638;991;forza_horizon_5
19.06.23 00:00;18927;11479;2049;forza_horizon_5
20.06.23 00:00;19369;11455;1751;forza_horizon_5
21.06.23 00:00;20489;12392;1348;forza_horizon_5
22.06.23 00:00;26582;15698;3750;forza_horizon_5
23.06.23 00:00;26481;17468;3940;forza_horizon_5
24.06.23 00:00;26629;17841;6038;forza_horizon_5
25.06.23 00:00;27358;17541;2350;forza_horizon_5
26.06.23 00:00;24824;15334;1860;forza_horizon_5
27.06.23 00:00;25116;15468;3911;forza_horizon_5
28.06.23 00:00;24409;15356;8547;forza_horizon_5
29.06.23 00:00;27010;16319;2377;forza_horizon_5
30.06.23 00:00;26982;16792;3114;forza_horizon_5
01.07.23 00:00;27690;18381;1018;forza_horizon_5
02.07.23 00:00;27686;18751;1377;forza_horizon_5
03.07.23 00:00;25453;15866;2679;forza_horizon_5
04.07.23 00:00;24807;15698;1771;forza_horizon_5
05.07.23 00:00;24122;15012;1238;forza_horizon_5
06.07.23 00:00;26293;15766;2306;forza_horizon_5
07.07.23 00:00;25422;16061;2761;forza_horizon_5
08.07.23 00:00;25406;17352;3572;forza_horizon_5
09.07.23 00:00;25752;17686;36573;forza_horizon_5
10.07.23 00:00;23001;14764;1371;forza_horizon_5
11.07.23 00:00;22489;14259;765;forza_horizon_5
12.07.23 00:00;22471;14331;981;forza_horizon_5
13.07.23 00:00;26211;15426;2085;forza_horizon_5
14.07.23 00:00;24102;15491;5787;forza_horizon_5
15.07.23 00:00;23817;16002;2534;forza_horizon_5
16.07.23 00:00;22769;15738;1430;forza_horizon_5
17.07.23 00:00;19626;12822;2966;forza_horizon_5
18.07.23 00:00;19338;11907;2809;forza_horizon_5
19.07.23 00:00;17881;11501;1825;forza_horizon_5
20.07.23 00:00;22761;12975;2886;forza_horizon_5
21.07.23 00:00;21212;13593;862;forza_horizon_5
22.07.23 00:00;20356;14137;3141;forza_horizon_5
23.07.23 00:00;19849;13931;1774;forza_horizon_5
24.07.23 00:00;17686;11481;1444;forza_horizon_5
25.07.23 00:00;17075;11114;2175;forza_horizon_5
26.07.23 00:00;17014;10997;1554;forza_horizon_5
27.07.23 00:00;20214;11771;1817;forza_horizon_5
28.07.23 00:00;18543;12085;1703;forza_horizon_5
29.07.23 00:00;18037;12444;3367;forza_horizon_5
30.07.23 00:00;17522;12312;3107;forza_horizon_5
31.07.23 00:00;15275;10225;2565;forza_horizon_5
01.08.23 00:00;15353;9885;1662;forza_horizon_5
02.08.23 00:00;14783;9672;2898;forza_horizon_5
03.08.23 00:00;19027;10821;2635;forza_horizon_5
04.08.23 00:00;16944;11080;2816;forza_horizon_5
05.08.23 00:00;16594;11423;1057;forza_horizon_5
06.08.23 00:00;16957;11496;1834;forza_horizon_5
07.08.23 00:00;14456;9506;592;forza_horizon_5
08.08.23 00:00;13679;9044;562;forza_horizon_5
09.08.23 00:00;13550;8851;1774;forza_horizon_5
10.08.23 00:00;16587;9684;1322;forza_horizon_5
11.08.23 00:00;15346;10145;6931;forza_horizon_5
12.08.23 00:00;15937;10906;2099;forza_horizon_5
13.08.23 00:00;15602;10860;1217;forza_horizon_5
14.08.23 00:00;13338;9075;1053;forza_horizon_5
15.08.23 00:00;13414;8813;2306;forza_horizon_5
16.08.23 00:00;13825;9012;1812;forza_horizon_5
17.08.23 00:00;18484;10576;2253;forza_horizon_5
18.08.23 00:00;25372;15875;3566;forza_horizon_5
19.08.23 00:00;32818;22496;847;forza_horizon_5
20.08.23 00:00;35174;24130;2369;forza_horizon_5
21.08.23 00:00;30265;18892;1802;forza_horizon_5
22.08.23 00:00;21038;13423;2726;forza_horizon_5
23.08.23 00:00;22023;13768;2538;forza_horizon_5
24.08.23 00:00;25653;14932;1463;forza_horizon_5
25.08.23 00:00;24531;15647;6219;forza_horizon_5
26.08.23 00:00;25152;16943;888;forza_horizon_5
27.08.23 00:00;25727;17434;940;forza_horizon_5
28.08.23 00:00;22869;14314;3051;forza_horizon_5
29.08.23 00:00;23018;14076;1070;forza_horizon_5
30.08.23 00:00;22514;13982;2354;forza_horizon_5
31.08.23 00:00;25709;14830;1256;forza_horizon_5
01.09.23 00:00;24278;14842;796;forza_horizon_5
02.09.23 00:00;22924;15429;1128;forza_horizon_5
03.09.23 00:00;21621;14610;6684;forza_horizon_5
04.09.23 00:00;18393;11419;1308;forza_horizon_5
05.09.23 00:00;16656;9935;2409;forza_horizon_5
06.09.23 00:00;16162;9405;6612;forza_horizon_5
07.09.23 00:00;18916;10211;1777;forza_horizon_5
08.09.23 00:00;18744;11252;1751;forza_horizon_5
09.09.23 00:00;19486;12958;1807;forza_horizon_5
10.09.23 00:00;19020;12554;2996;forza_horizon_5
11.09.23 00:00;14957;8845;1951;forza_horizon_5
12.09.23 00:00;14472;8134;966;forza_horizon_5
13.09.23 00:00;13935;8125;3293;forza_horizon_5
14.09.23 00:00;20315;9918;2256;forza_horizon_5
15.09.23 00:00;19745;11543;805;forza_horizon_5
16.09.23 00:00;19306;13354;3235;forza_horizon_5
17.09.23 00:00;19419;12903;2052;forza_horizon_5
18.09.23 00:00;15646;9149;1222;forza_horizon_5
19.09.23 00:00;15055;8715;2993;forza_horizon_5
20.09.23 00:00;14975;8591;1555;forza_horizon_5
21.09.23 00:00;19361;9797;2566;forza_horizon_5
22.09.23 00:00;18693;10987;740;forza_horizon_5
23.09.23 00:00;19210;12710;9220;forza_horizon_5
24.09.23 00:00;17985;11949;6509;forza_horizon_5
25.09.23 00:00;13738;8278;5736;forza_horizon_5
26.09.23 00:00;13633;7826;530;forza_horizon_5
27.09.23 00:00;13468;7910;2400;forza_horizon_5
28.09.23 00:00;17602;9290;2177;forza_horizon_5
29.09.23 00:00;15807;10708;1082;forza_horizon_5
30.09.23 00:00;16211;11519;7578;forza_horizon_5
01.10.23 00:00;15900;11015;768;forza_horizon_5
02.10.23 00:00;12455;8546;5566;forza_horizon_5
03.10.23 00:00;12427;8180;3005;forza_horizon_5
04.10.23 00:00;12630;8047;4725;forza_horizon_5
05.10.23 00:00;16503;9121;4965;forza_horizon_5
06.10.23 00:00;15493;9948;1218;forza_horizon_5
07.10.23 00:00;16743;10702;1188;forza_horizon_5
08.10.23 00:00;16506;10294;846;forza_horizon_5
09.10.23 00:00;12821;8014;2856;forza_horizon_5
10.10.23 00:00;12195;7095;1123;forza_horizon_5
11.10.23 00:00;12026;7072;5741;forza_horizon_5
12.10.23 00:00;17315;8716;1443;forza_horizon_5
13.10.23 00:00;16306;9846;1973;forza_horizon_5
14.10.23 00:00;17995;11435;2518;forza_horizon_5
15.10.23 00:00;16335;10827;18708;forza_horizon_5
16.10.23 00:00;12362;7521;1739;forza_horizon_5
17.10.23 00:00;12042;7261;1602;forza_horizon_5
18.10.23 00:00;12537;7345;1410;forza_horizon_5
19.10.23 00:00;15024;8237;1709;forza_horizon_5
20.10.23 00:00;15522;9220;1156;forza_horizon_5
21.10.23 00:00;16338;10717;1299;forza_horizon_5
22.10.23 00:00;15461;10096;875;forza_horizon_5
23.10.23 00:00;11792;7174;1422;forza_horizon_5
24.10.23 00:00;11515;6883;2404;forza_horizon_5
25.10.23 00:00;11760;6948;2852;forza_horizon_5
26.10.23 00:00;14280;7728;1187;forza_horizon_5
27.10.23 00:00;14571;8637;1246;forza_horizon_5
28.10.23 00:00;14636;9830;1285;forza_horizon_5
29.10.23 00:00;14274;9481;1136;forza_horizon_5
30.10.23 00:00;10702;6902;1094;forza_horizon_5
31.10.23 00:00;10646;6661;381;forza_horizon_5
01.11.23 00:00;11530;7012;1172;forza_horizon_5
02.11.23 00:00;13223;7610;8705;forza_horizon_5
03.11.23 00:00;12597;8027;884;forza_horizon_5
04.11.23 00:00;13148;8935;3236;forza_horizon_5
05.11.23 00:00;12959;8565;15689;forza_horizon_5
06.11.23 00:00;9309;6012;742;forza_horizon_5
07.11.23 00:00;9308;5790;966;forza_horizon_5
08.11.23 00:00;9037;5800;437;forza_horizon_5
09.11.23 00:00;12451;6955;1474;forza_horizon_5
10.11.23 00:00;12792;8228;8420;forza_horizon_5
11.11.23 00:00;14017;9337;8605;forza_horizon_5
12.11.23 00:00;13146;8958;9228;forza_horizon_5
13.11.23 00:00;9467;6296;2592;forza_horizon_5
14.11.23 00:00;9450;6112;2037;forza_horizon_5
15.11.23 00:00;9736;6146;2372;forza_horizon_5
16.11.23 00:00;11550;6893;1273;forza_horizon_5
17.11.23 00:00;12214;7764;2022;forza_horizon_5
18.11.23 00:00;13462;9095;1134;forza_horizon_5
19.11.23 00:00;12536;8522;4108;forza_horizon_5
20.11.23 00:00;9275;6096;1392;forza_horizon_5
21.11.23 00:00;9174;5995;4859;forza_horizon_5
22.11.23 00:00;15541;8604;1149;forza_horizon_5
23.11.23 00:00;20596;11626;5631;forza_horizon_5
24.11.23 00:00;22214;13380;1319;forza_horizon_5
25.11.23 00:00;24456;16069;1304;forza_horizon_5
26.11.23 00:00;24994;16006;2633;forza_horizon_5
27.11.23 00:00;20930;12022;2725;forza_horizon_5
28.11.23 00:00;21039;11960;359;forza_horizon_5
29.11.23 00:00;20911;11826;2583;forza_horizon_5
30.11.23 00:00;20920;11638;1870;forza_horizon_5
01.12.23 00:00;21098;12309;1205;forza_horizon_5
02.12.23 00:00;21786;14230;794;forza_horizon_5
03.12.23 00:00;20523;13152;637;forza_horizon_5
04.12.23 00:00;14985;8934;553;forza_horizon_5
05.12.23 00:00;14958;8592;10199;forza_horizon_5
06.12.23 00:00;14731;8516;5381;forza_horizon_5
07.12.23 00:00;17665;9729;1347;forza_horizon_5
08.12.23 00:00;19568;11384;995;forza_horizon_5
09.12.23 00:00;20267;13023;879;forza_horizon_5
10.12.23 00:00;8269;12755;335;forza_horizon_5
10.12.23 01:00;8301;12683;295;forza_horizon_5
10.12.23 02:00;9486;12595;394;forza_horizon_5
10.12.23 03:00;9860;12466;464;forza_horizon_5
10.12.23 04:00;10636;12323;460;forza_horizon_5
10.12.23 05:00;10944;12173;363;forza_horizon_5
10.12.23 06:00;11232;12006;319;forza_horizon_5
10.12.23 07:00;11820;11795;290;forza_horizon_5
10.12.23 08:00;12733;11569;185;forza_horizon_5
10.12.23 09:00;13333;11346;174;forza_horizon_5
10.12.23 10:00;14462;11122;286;forza_horizon_5
10.12.23 11:00;15998;10897;287;forza_horizon_5
10.12.23 12:00;17873;10675;294;forza_horizon_5
10.12.23 13:00;18961;10446;251;forza_horizon_5
10.12.23 14:00;19047;10249;244;forza_horizon_5
10.12.23 15:00;17935;10061;320;forza_horizon_5
10.12.23 16:00;15905;9902;442;forza_horizon_5
10.12.23 17:00;14136;9750;257;forza_horizon_5
10.12.23 18:00;13410;9633;1654;forza_horizon_5
10.12.23 19:00;12761;9534;567;forza_horizon_5
10.12.23 20:00;12085;9449;694;forza_horizon_5
10.12.23 21:00;10529;9373;665;forza_horizon_5
10.12.23 22:00;8904;9306;1515;forza_horizon_5
10.12.23 23:00;7497;9244;691;forza_horizon_5
11.12.23 00:00;6681;9195;354;forza_horizon_5
11.12.23 01:00;6312;9153;501;forza_horizon_5
11.12.23 02:00;6464;9123;577;forza_horizon_5
11.12.23 03:00;6497;9102;552;forza_horizon_5
11.12.23 04:00;7054;9081;315;forza_horizon_5
11.12.23 05:00;6948;9058;192;forza_horizon_5
11.12.23 06:00;6124;9038;131;forza_horizon_5
11.12.23 07:00;6330;9022;132;forza_horizon_5
11.12.23 08:00;7251;9000;159;forza_horizon_5
11.12.23 09:00;7808;8976;128;forza_horizon_5
11.12.23 10:00;8833;8956;128;forza_horizon_5
11.12.23 11:00;10352;8927;121;forza_horizon_5
11.12.23 12:00;12031;8902;93;forza_horizon_5
11.12.23 13:00;13874;8877;85;forza_horizon_5
11.12.23 14:00;14192;8848;109;forza_horizon_5
11.12.23 15:00;13827;8833;184;forza_horizon_5
11.12.23 16:00;12024;8822;208;forza_horizon_5
11.12.23 17:00;11137;8810;2921;forza_horizon_5
11.12.23 18:00;10867;8796;220;forza_horizon_5
11.12.23 19:00;10574;8790;333;forza_horizon_5
11.12.23 20:00;10160;8780;321;forza_horizon_5
11.12.23 21:00;8890;8777;313;forza_horizon_5
11.12.23 22:00;7402;8770;316;forza_horizon_5
11.12.23 23:00;6208;8761;310;forza_horizon_5
12.12.23 00:00;5590;8757;257;forza_horizon_5
12.12.23 01:00;5558;8754;230;forza_horizon_5
12.12.23 02:00;5960;8760;219;forza_horizon_5
12.12.23 03:00;5982;8764;408;forza_horizon_5
12.12.23 04:00;6550;8768;387;forza_horizon_5
12.12.23 05:00;6550;8776;307;forza_horizon_5
12.12.23 06:00;5872;8785;218;forza_horizon_5
12.12.23 07:00;5931;8792;171;forza_horizon_5
12.12.23 08:00;6839;8799;246;forza_horizon_5
12.12.23 09:00;7492;8803;181;forza_horizon_5
12.12.23 10:00;8318;8813;151;forza_horizon_5
12.12.23 11:00;9962;8827;89;forza_horizon_5
12.12.23 12:00;11603;8845;145;forza_horizon_5
12.12.23 13:00;13371;8865;156;forza_horizon_5
12.12.23 14:00;13979;8882;174;forza_horizon_5
12.12.23 15:00;13746;8900;423;forza_horizon_5
12.12.23 16:00;11855;8910;491;forza_horizon_5
12.12.23 17:00;10911;8927;203;forza_horizon_5
12.12.23 18:00;10825;8930;312;forza_horizon_5
12.12.23 19:00;10438;8925;293;forza_horizon_5
12.12.23 20:00;10165;8931;363;forza_horizon_5
12.12.23 21:00;8804;8923;344;forza_horizon_5
12.12.23 22:00;7226;8930;261;forza_horizon_5
12.12.23 23:00;6190;8933;257;forza_horizon_5
13.12.23 00:00;5535;8939;345;forza_horizon_5
13.12.23 01:00;5760;8948;395;forza_horizon_5
13.12.23 02:00;6086;8950;335;forza_horizon_5
13.12.23 03:00;6112;8955;230;forza_horizon_5
13.12.23 04:00;6793;8965;209;forza_horizon_5
13.12.23 05:00;6779;8967;209;forza_horizon_5
13.12.23 06:00;6093;8972;144;forza_horizon_5
13.12.23 07:00;6146;8977;146;forza_horizon_5
13.12.23 08:00;6971;8981;136;forza_horizon_5
13.12.23 09:00;7788;8987;111;forza_horizon_5
13.12.23 10:00;8717;8997;113;forza_horizon_5
13.12.23 11:00;10471;9006;153;forza_horizon_5
13.12.23 12:00;12163;9000;93;forza_horizon_5
13.12.23 13:00;13847;9003;810;forza_horizon_5
13.12.23 14:00;14467;9002;827;forza_horizon_5
13.12.23 15:00;14022;9068;171;forza_horizon_5
13.12.23 16:00;12333;9155;178;forza_horizon_5
13.12.23 17:00;11001;9262;229;forza_horizon_5
13.12.23 18:00;10721;9356;225;forza_horizon_5
13.12.23 19:00;10597;9427;257;forza_horizon_5
13.12.23 20:00;9968;9448;279;forza_horizon_5
13.12.23 21:00;9020;9482;274;forza_horizon_5
13.12.23 22:00;7324;9504;255;forza_horizon_5
13.12.23 23:00;6344;9533;244;forza_horizon_5
14.12.23 00:00;5759;9548;300;forza_horizon_5
14.12.23 01:00;5820;9564;283;forza_horizon_5
14.12.23 02:00;6218;9593;182;forza_horizon_5
14.12.23 03:00;6338;9627;192;forza_horizon_5
14.12.23 04:00;6850;9662;217;forza_horizon_5
14.12.23 05:00;6889;9702;200;forza_horizon_5
14.12.23 06:00;6194;9741;155;forza_horizon_5
14.12.23 07:00;6254;9791;134;forza_horizon_5
14.12.23 08:00;7120;9846;106;forza_horizon_5
14.12.23 09:00;7989;9900;127;forza_horizon_5
14.12.23 10:00;8923;9950;146;forza_horizon_5
14.12.23 11:00;10226;10013;126;forza_horizon_5
14.12.23 12:00;12187;10096;177;forza_horizon_5
14.12.23 13:00;13783;10187;181;forza_horizon_5
14.12.23 14:00;16208;10287;402;forza_horizon_5
14.12.23 15:00;16348;10331;541;forza_horizon_5
14.12.23 16:00;15246;10362;616;forza_horizon_5
14.12.23 17:00;13611;10378;1282;forza_horizon_5
14.12.23 18:00;12659;10385;2132;forza_horizon_5
14.12.23 19:00;11213;10371;2055;forza_horizon_5
14.12.23 20:00;10900;10388;483;forza_horizon_5
14.12.23 21:00;9637;10393;431;forza_horizon_5
14.12.23 22:00;8107;10431;340;forza_horizon_5
14.12.23 23:00;6754;10489;299;forza_horizon_5
15.12.23 00:00;6218;10545;328;forza_horizon_5
15.12.23 01:00;6629;10587;470;forza_horizon_5
15.12.23 02:00;7147;10620;490;forza_horizon_5
15.12.23 03:00;7337;10669;380;forza_horizon_5
15.12.23 04:00;7962;10742;333;forza_horizon_5
15.12.23 05:00;7999;10831;302;forza_horizon_5
15.12.23 06:00;7602;10935;228;forza_horizon_5
15.12.23 07:00;7811;11062;181;forza_horizon_5
15.12.23 08:00;8626;11196;165;forza_horizon_5
15.12.23 09:00;9408;11337;180;forza_horizon_5
15.12.23 10:00;10769;11492;189;forza_horizon_5
15.12.23 11:00;12616;11649;171;forza_horizon_5
15.12.23 12:00;14787;11807;299;forza_horizon_5
15.12.23 13:00;16372;11957;209;forza_horizon_5
15.12.23 14:00;17075;12083;201;forza_horizon_5
15.12.23 15:00;16775;12198;409;forza_horizon_5
15.12.23 16:00;15250;12310;511;forza_horizon_5
15.12.23 17:00;13509;12425;524;forza_horizon_5
15.12.23 18:00;12189;12534;574;forza_horizon_5
15.12.23 19:00;11555;12643;412;forza_horizon_5
