"DateTime","Players","Average Players","Twitch Viewers"
"2020-10-20 00:00:00",153,,15
"2020-10-21 00:00:00",171,,9
"2020-10-22 00:00:00",172,,86
"2020-10-23 00:00:00",205,,109
"2020-10-24 00:00:00",232,,6
"2020-10-25 00:00:00",231,,7
"2020-10-26 00:00:00",190,,28
"2020-10-27 00:00:00",162,,73
"2020-10-28 00:00:00",200,,12
"2020-10-29 00:00:00",205,,18
"2020-10-30 00:00:00",227,,29
"2020-10-31 00:00:00",1026,,141
"2020-11-01 00:00:00",734,,104
"2020-11-02 00:00:00",553,,55
"2020-11-03 00:00:00",489,,60
"2020-11-04 00:00:00",396,,552
"2020-11-05 00:00:00",322,,41
"2020-11-06 00:00:00",355,,30
"2020-11-07 00:00:00",447,,25
"2020-11-08 00:00:00",361,,11
"2020-11-09 00:00:00",301,,19
"2020-11-10 00:00:00",264,,6
"2020-11-11 00:00:00",278,,15
"2020-11-12 00:00:00",233,,129
"2020-11-13 00:00:00",482,,35
"2020-11-14 00:00:00",596,,93
"2020-11-15 00:00:00",461,,45
"2020-11-16 00:00:00",450,,24
"2020-11-17 00:00:00",346,,418
"2020-11-18 00:00:00",281,,25
"2020-11-19 00:00:00",294,,7
"2020-11-20 00:00:00",331,,13
"2020-11-21 00:00:00",363,,19
"2020-11-22 00:00:00",305,,11
"2020-11-23 00:00:00",229,,16
"2020-11-24 00:00:00",227,,8
"2020-11-25 00:00:00",228,,9
"2020-11-26 00:00:00",301,,11
"2020-11-27 00:00:00",471,,86
"2020-11-28 00:00:00",535,,41
"2020-11-29 00:00:00",466,,20
"2020-11-30 00:00:00",373,,8
"2020-12-01 00:00:00",376,,51
"2020-12-02 00:00:00",374,,59
"2020-12-03 00:00:00",342,,50
"2020-12-04 00:00:00",356,,15
"2020-12-05 00:00:00",386,,570
"2020-12-06 00:00:00",347,,589
"2020-12-07 00:00:00",306,,11
"2020-12-08 00:00:00",293,,27
"2020-12-09 00:00:00",256,,2331
"2020-12-10 00:00:00",251,,37
"2020-12-11 00:00:00",253,,306
"2020-12-12 00:00:00",359,,13
"2020-12-13 00:00:00",332,,4
"2020-12-14 00:00:00",256,,10
"2020-12-15 00:00:00",233,,9
"2020-12-16 00:00:00",210,,9
"2020-12-17 00:00:00",208,,28
"2020-12-18 00:00:00",245,,112
"2020-12-19 00:00:00",302,,29
"2020-12-20 00:00:00",286,,18
"2020-12-21 00:00:00",241,,6
"2020-12-22 00:00:00",233,,44
"2020-12-23 00:00:00",268,,2255
"2020-12-24 00:00:00",271,,53
"2020-12-25 00:00:00",282,,22
"2020-12-26 00:00:00",333,,8
"2020-12-27 00:00:00",338,,31
"2020-12-28 00:00:00",331,,111
"2020-12-29 00:00:00",320,,3
"2020-12-30 00:00:00",321,,6
"2020-12-31 00:00:00",457,,24
"2021-01-01 00:00:00",718,,108
"2021-01-02 00:00:00",727,,57
"2021-01-03 00:00:00",707,,44
"2021-01-04 00:00:00",494,,43
"2021-01-05 00:00:00",440,,110
"2021-01-06 00:00:00",387,,282
"2021-01-07 00:00:00",378,,24
"2021-01-08 00:00:00",387,,85
"2021-01-09 00:00:00",468,,58
"2021-01-10 00:00:00",437,,17
"2021-01-11 00:00:00",333,,13
"2021-01-12 00:00:00",304,,91
"2021-01-13 00:00:00",373,,25
"2021-01-14 00:00:00",375,,242
"2021-01-15 00:00:00",409,,5
"2021-01-16 00:00:00",456,,147
"2021-01-17 00:00:00",452,,142
"2021-01-18 00:00:00",342,,36
"2021-01-19 00:00:00",290,,31
"2021-01-20 00:00:00",276,,52
"2021-01-21 00:00:00",336,,55
"2021-01-22 00:00:00",375,,83
"2021-01-23 00:00:00",386,,54
"2021-01-24 00:00:00",405,,38
"2021-01-25 00:00:00",307,,57
"2021-01-26 00:00:00",273,,114
"2021-01-27 00:00:00",289,,108
"2021-01-28 00:00:00",269,,138
"2021-01-29 00:00:00",329,,144
"2021-01-30 00:00:00",415,,8
"2021-01-31 00:00:00",453,,33
"2021-02-01 00:00:00",383,,67
"2021-02-02 00:00:00",337,,28
"2021-02-03 00:00:00",304,,30
"2021-02-04 00:00:00",302,,36
"2021-02-05 00:00:00",359,,20
"2021-02-06 00:00:00",443,,39
"2021-02-07 00:00:00",438,,48
"2021-02-08 00:00:00",339,,36
"2021-02-09 00:00:00",318,,10
"2021-02-10 00:00:00",270,,22
"2021-02-11 00:00:00",264,,19
"2021-02-12 00:00:00",331,,25
"2021-02-13 00:00:00",382,,28
"2021-02-14 00:00:00",349,,89
"2021-02-15 00:00:00",308,,8
"2021-02-16 00:00:00",299,,9
"2021-02-17 00:00:00",304,,18
"2021-02-18 00:00:00",259,,8
"2021-02-19 00:00:00",297,,33
"2021-02-20 00:00:00",326,,14
"2021-02-21 00:00:00",329,,161
"2021-02-22 00:00:00",256,,18
"2021-02-23 00:00:00",260,,5
"2021-02-24 00:00:00",225,,100
"2021-02-25 00:00:00",258,,17
"2021-02-26 00:00:00",281,,7
"2021-02-27 00:00:00",272,,23
"2021-02-28 00:00:00",556,,130
"2021-03-01 00:00:00",405,,72
"2021-03-02 00:00:00",426,,33
"2021-03-03 00:00:00",355,,15
"2021-03-04 00:00:00",346,,36
"2021-03-05 00:00:00",385,,23
"2021-03-06 00:00:00",412,,7
"2021-03-07 00:00:00",412,,91
"2021-03-08 00:00:00",314,,45
"2021-03-09 00:00:00",308,,229
"2021-03-10 00:00:00",300,,15
"2021-03-11 00:00:00",304,,19
"2021-03-12 00:00:00",333,,23
"2021-03-13 00:00:00",366,,27
"2021-03-14 00:00:00",402,,64
"2021-03-15 00:00:00",263,,13
"2021-03-16 00:00:00",291,,17
"2021-03-17 00:00:00",305,,627
"2021-03-18 00:00:00",289,,37
"2021-03-19 00:00:00",315,,17
"2021-03-20 00:00:00",350,,41
"2021-03-21 00:00:00",348,,17
"2021-03-22 00:00:00",243,,20
"2021-03-23 00:00:00",274,,5
"2021-03-24 00:00:00",260,,20
"2021-03-25 00:00:00",276,,53
"2021-03-26 00:00:00",262,,23
"2021-03-27 00:00:00",320,,14
"2021-03-28 00:00:00",376,,11
"2021-03-29 00:00:00",264,,45
"2021-03-30 00:00:00",285,,65
"2021-03-31 00:00:00",320,,118
"2021-04-01 00:00:00",484,,126
"2021-04-02 00:00:00",562,,31
"2021-04-03 00:00:00",479,,58
"2021-04-04 00:00:00",509,,36
"2021-04-05 00:00:00",402,,54
"2021-04-06 00:00:00",335,,24
"2021-04-07 00:00:00",329,,27
"2021-04-08 00:00:00",318,,17
"2021-04-09 00:00:00",352,,31
"2021-04-10 00:00:00",391,,22
"2021-04-11 00:00:00",442,,21
"2021-04-12 00:00:00",328,,22
"2021-04-13 00:00:00",271,,10
"2021-04-14 00:00:00",268,,24
"2021-04-15 00:00:00",293,,36
"2021-04-16 00:00:00",328,,23
"2021-04-17 00:00:00",459,,58
"2021-04-18 00:00:00",490,,50
"2021-04-19 00:00:00",369,,18
"2021-04-20 00:00:00",298,,168
"2021-04-21 00:00:00",358,,164
"2021-04-22 00:00:00",306,,16
"2021-04-23 00:00:00",312,,21
"2021-04-24 00:00:00",374,,35
"2021-04-25 00:00:00",431,,354
"2021-04-26 00:00:00",296,,33
"2021-04-27 00:00:00",296,,19
"2021-04-28 00:00:00",278,,29
"2021-04-29 00:00:00",280,,29
"2021-04-30 00:00:00",342,,22
"2021-05-01 00:00:00",354,,25
"2021-05-02 00:00:00",436,,234
"2021-05-03 00:00:00",382,,59
"2021-05-04 00:00:00",311,,27
"2021-05-05 00:00:00",319,,26
"2021-05-06 00:00:00",296,,31
"2021-05-07 00:00:00",331,,11
"2021-05-08 00:00:00",344,,10
"2021-05-09 00:00:00",343,,13
"2021-05-10 00:00:00",326,,28
"2021-05-11 00:00:00",271,,17
"2021-05-12 00:00:00",287,,10
"2021-05-13 00:00:00",281,,31
"2021-05-14 00:00:00",276,,526
"2021-05-15 00:00:00",311,,14
"2021-05-16 00:00:00",374,,21
"2021-05-17 00:00:00",287,,37
"2021-05-18 00:00:00",244,,7
"2021-05-19 00:00:00",250,,8
"2021-05-20 00:00:00",257,,5
"2021-05-21 00:00:00",249,,43
"2021-05-22 00:00:00",306,,28
"2021-05-23 00:00:00",313,,12
"2021-05-24 00:00:00",273,,15
"2021-05-25 00:00:00",244,,36
"2021-05-26 00:00:00",232,,10
"2021-05-27 00:00:00",232,,22
"2021-05-28 00:00:00",252,,16
"2021-05-29 00:00:00",227,,36
"2021-05-30 00:00:00",244,,9
"2021-05-31 00:00:00",268,,38
"2021-06-01 00:00:00",231,,913
"2021-06-02 00:00:00",257,,9
"2021-06-03 00:00:00",286,,4
"2021-06-04 00:00:00",737,,96
"2021-06-05 00:00:00",861,,344
"2021-06-06 00:00:00",813,,97
"2021-06-07 00:00:00",680,,195
"2021-06-08 00:00:00",639,,991
"2021-06-09 00:00:00",560,,43
"2021-06-10 00:00:00",507,,48
"2021-06-11 00:00:00",550,,244
"2021-06-12 00:00:00",561,,23
"2021-06-13 00:00:00",615,,68
"2021-06-14 00:00:00",505,,78
"2021-06-15 00:00:00",381,,52
"2021-06-16 00:00:00",400,,40
"2021-06-17 00:00:00",378,,20
"2021-06-18 00:00:00",372,,18
"2021-06-19 00:00:00",565,,95
"2021-06-20 00:00:00",553,,312
"2021-06-21 00:00:00",431,,87
"2021-06-22 00:00:00",361,,23
"2021-06-23 00:00:00",319,,22
"2021-06-24 00:00:00",441,,110
"2021-06-25 00:00:00",544,,47
"2021-06-26 00:00:00",576,,67
"2021-06-27 00:00:00",585,,73
"2021-06-28 00:00:00",439,,23
"2021-06-29 00:00:00",409,,27
"2021-06-30 00:00:00",467,,34
"2021-07-01 00:00:00",415,,87
"2021-07-02 00:00:00",421,,24
"2021-07-03 00:00:00",524,,22
"2021-07-04 00:00:00",629,,44
"2021-07-05 00:00:00",506,,49
"2021-07-06 00:00:00",414,,11
"2021-07-07 00:00:00",394,,29
"2021-07-08 00:00:00",516,,19
"2021-07-09 00:00:00",554,,44
"2021-07-10 00:00:00",515,,21
"2021-07-11 00:00:00",515,,46
"2021-07-12 00:00:00",401,,117
"2021-07-13 00:00:00",397,,94
"2021-07-14 00:00:00",347,,39
"2021-07-15 00:00:00",336,,44
"2021-07-16 00:00:00",349,,44
"2021-07-17 00:00:00",361,,24
"2021-07-18 00:00:00",406,,24
"2021-07-19 00:00:00",337,,23
"2021-07-20 00:00:00",300,,14
"2021-07-21 00:00:00",289,,78
"2021-07-22 00:00:00",292,,22
"2021-07-23 00:00:00",294,,34
"2021-07-24 00:00:00",326,,14
"2021-07-25 00:00:00",392,,15
"2021-07-26 00:00:00",275,,28
"2021-07-27 00:00:00",255,,41
"2021-07-28 00:00:00",269,,40
"2021-07-29 00:00:00",255,,26
"2021-07-30 00:00:00",273,,15
"2021-07-31 00:00:00",519,,43
"2021-08-01 00:00:00",489,,23
"2021-08-02 00:00:00",391,,26
"2021-08-03 00:00:00",365,,902
"2021-08-04 00:00:00",336,,34
"2021-08-05 00:00:00",328,,16
"2021-08-06 00:00:00",338,,19
"2021-08-07 00:00:00",358,,13
"2021-08-08 00:00:00",409,,26
"2021-08-09 00:00:00",291,,18
"2021-08-10 00:00:00",274,,63
"2021-08-11 00:00:00",270,,34
"2021-08-12 00:00:00",228,,31
"2021-08-13 00:00:00",265,,57
"2021-08-14 00:00:00",272,,22
"2021-08-15 00:00:00",354,,45
"2021-08-16 00:00:00",274,,28
"2021-08-17 00:00:00",243,,14
"2021-08-18 00:00:00",271,,45
"2021-08-19 00:00:00",247,,9
"2021-08-20 00:00:00",250,,9
"2021-08-21 00:00:00",283,,18
"2021-08-22 00:00:00",356,,20
"2021-08-23 00:00:00",237,,37
"2021-08-24 00:00:00",324,,19
"2021-08-25 00:00:00",293,,49
"2021-08-26 00:00:00",293,,33
"2021-08-27 00:00:00",348,,46
"2021-08-28 00:00:00",419,,75
"2021-08-29 00:00:00",469,,53
"2021-08-30 00:00:00",455,,54
"2021-08-31 00:00:00",398,,34
"2021-09-01 00:00:00",349,,76
"2021-09-02 00:00:00",302,,22
"2021-09-03 00:00:00",316,,39
"2021-09-04 00:00:00",345,,30
"2021-09-05 00:00:00",427,,90
"2021-09-06 00:00:00",380,,115
"2021-09-07 00:00:00",338,,112
"2021-09-08 00:00:00",270,,59
"2021-09-09 00:00:00",257,,28
"2021-09-10 00:00:00",276,,8
"2021-09-11 00:00:00",297,,41
"2021-09-12 00:00:00",341,,26
"2021-09-13 00:00:00",271,,40
"2021-09-14 00:00:00",236,,34
"2021-09-15 00:00:00",264,,34
"2021-09-16 00:00:00",248,,27
"2021-09-17 00:00:00",273,,24
"2021-09-18 00:00:00",317,,35
"2021-09-19 00:00:00",401,,61
"2021-09-20 00:00:00",275,,18
"2021-09-21 00:00:00",299,,26
"2021-09-22 00:00:00",282,,21
"2021-09-23 00:00:00",258,,21
"2021-09-24 00:00:00",293,,42
"2021-09-25 00:00:00",318,,43
"2021-09-26 00:00:00",313,,25
"2021-09-27 00:00:00",265,,51
"2021-09-28 00:00:00",268,,27
"2021-09-29 00:00:00",243,,38
"2021-09-30 00:00:00",275,,5
"2021-10-01 00:00:00",306,,60
"2021-10-02 00:00:00",437,,73
"2021-10-03 00:00:00",528,,24
"2021-10-04 00:00:00",363,,46
"2021-10-05 00:00:00",383,,43
"2021-10-06 00:00:00",359,,34
"2021-10-07 00:00:00",319,,13
"2021-10-08 00:00:00",332,,23
"2021-10-09 00:00:00",343,,9
"2021-10-10 00:00:00",392,,42
"2021-10-11 00:00:00",441,,58
"2021-10-12 00:00:00",427,,86
"2021-10-13 00:00:00",395,,29
"2021-10-14 00:00:00",356,,55
"2021-10-15 00:00:00",393,,21
"2021-10-16 00:00:00",412,,36
"2021-10-17 00:00:00",454,,45
"2021-10-18 00:00:00",388,,209
"2021-10-19 00:00:00",369,,43
"2021-10-20 00:00:00",355,,13
"2021-10-21 00:00:00",352,,43
"2021-10-22 00:00:00",355,,27
"2021-10-23 00:00:00",341,,18
"2021-10-24 00:00:00",375,,20
"2021-10-25 00:00:00",306,,50
"2021-10-26 00:00:00",292,,324
"2021-10-27 00:00:00",325,,293
"2021-10-28 00:00:00",340,,20
"2021-10-29 00:00:00",391,,34
"2021-10-30 00:00:00",477,,252
"2021-10-31 00:00:00",569,,40
"2021-11-01 00:00:00",451,,47
"2021-11-02 00:00:00",401,,47
"2021-11-03 00:00:00",366,,44
"2021-11-04 00:00:00",362,,29
"2021-11-05 00:00:00",345,,24
"2021-11-06 00:00:00",381,,14
"2021-11-07 00:00:00",433,,13
"2021-11-08 00:00:00",376,,947
"2021-11-09 00:00:00",311,,25
"2021-11-10 00:00:00",281,,16
"2021-11-11 00:00:00",342,,18
"2021-11-12 00:00:00",346,,2130
"2021-11-13 00:00:00",375,,512
"2021-11-14 00:00:00",391,,24
"2021-11-15 00:00:00",354,,23
"2021-11-16 00:00:00",295,,8
"2021-11-17 00:00:00",319,,575
"2021-11-18 00:00:00",305,,676
"2021-11-19 00:00:00",329,,7066
"2021-11-20 00:00:00",344,,598
"2021-11-21 00:00:00",388,,24
"2021-11-22 00:00:00",372,,391
"2021-11-23 00:00:00",284,,56
"2021-11-24 00:00:00",292,,2995
"2021-11-25 00:00:00",346,,1639
"2021-11-26 00:00:00",400,,6172
"2021-11-27 00:00:00",922,,1761
"2021-11-28 00:00:00",988,,398
"2021-11-29 00:00:00",782,,7755
"2021-11-30 00:00:00",701,,877
"2021-12-01 00:00:00",676,,745
"2021-12-02 00:00:00",583,,56
"2021-12-03 00:00:00",800,,159
"2021-12-04 00:00:00",904,,212
"2021-12-05 00:00:00",839,,49
"2021-12-06 00:00:00",585,,700
"2021-12-07 00:00:00",610,,273
"2021-12-08 00:00:00",539,,31
"2021-12-09 00:00:00",527,,229
"2021-12-10 00:00:00",629,,83
"2021-12-11 00:00:00",648,,92
"2021-12-12 00:00:00",638,,35
"2021-12-13 00:00:00",519,,48
"2021-12-14 00:00:00",485,,75
"2021-12-15 00:00:00",531,,22
"2021-12-16 00:00:00",437,,33
"2021-12-17 00:00:00",500,,43
"2021-12-18 00:00:00",575,,57
"2021-12-19 00:00:00",608,,13
"2021-12-20 00:00:00",494,,58
"2021-12-21 00:00:00",482,,827
"2021-12-22 00:00:00",469,,32
"2021-12-23 00:00:00",643,,67
"2021-12-24 00:00:00",509,,47
"2021-12-25 00:00:00",567,,47
"2021-12-26 00:00:00",713,,246
"2021-12-27 00:00:00",677,,83
"2021-12-28 00:00:00",678,,50
"2021-12-29 00:00:00",691,,56
"2021-12-30 00:00:00",707,,365
"2021-12-31 00:00:00",677,,71
"2022-01-01 00:00:00",741,,70
"2022-01-02 00:00:00",775,,64
"2022-01-03 00:00:00",726,,2205
"2022-01-04 00:00:00",688,,63
"2022-01-05 00:00:00",696,,44
"2022-01-06 00:00:00",675,,120
"2022-01-07 00:00:00",692,,94
"2022-01-08 00:00:00",752,,182
"2022-01-09 00:00:00",777,,167
"2022-01-10 00:00:00",551,,36
"2022-01-11 00:00:00",573,,21
"2022-01-12 00:00:00",552,,101
"2022-01-13 00:00:00",509,,92
"2022-01-14 00:00:00",591,,69
"2022-01-15 00:00:00",661,,36
"2022-01-16 00:00:00",729,,60
"2022-01-17 00:00:00",554,,41
"2022-01-18 00:00:00",521,,55
"2022-01-19 00:00:00",591,,53
"2022-01-20 00:00:00",552,,56
"2022-01-21 00:00:00",565,,35
"2022-01-22 00:00:00",668,,124
"2022-01-23 00:00:00",693,,79
"2022-01-24 00:00:00",506,,35
"2022-01-25 00:00:00",513,,42
"2022-01-26 00:00:00",498,,136
"2022-01-27 00:00:00",469,,59
"2022-01-28 00:00:00",562,,36
"2022-01-29 00:00:00",634,,42
"2022-01-30 00:00:00",681,,104
"2022-01-31 00:00:00",506,,40
"2022-02-01 00:00:00",791,,142
"2022-02-02 00:00:00",768,,123
"2022-02-03 00:00:00",770,,793
"2022-02-04 00:00:00",740,,90
"2022-02-05 00:00:00",739,,65
"2022-02-06 00:00:00",867,,54
"2022-02-07 00:00:00",556,,60
"2022-02-08 00:00:00",549,,31
"2022-02-09 00:00:00",510,,1903
"2022-02-10 00:00:00",564,,182
"2022-02-11 00:00:00",577,,780
"2022-02-12 00:00:00",647,,32
"2022-02-13 00:00:00",695,,48
"2022-02-14 00:00:00",432,,31
"2022-02-15 00:00:00",474,,26
"2022-02-16 00:00:00",468,,40
"2022-02-17 00:00:00",547,,78
"2022-02-18 00:00:00",551,,90
"2022-02-19 00:00:00",519,,280
"2022-02-20 00:00:00",576,,290
"2022-02-21 00:00:00",450,,37
"2022-02-22 00:00:00",437,,28
"2022-02-23 00:00:00",424,,23
"2022-02-24 00:00:00",416,,44
"2022-02-25 00:00:00",460,,556
"2022-02-26 00:00:00",419,,55
"2022-02-27 00:00:00",470,,27
"2022-02-28 00:00:00",402,,1633
"2022-03-01 00:00:00",399,,12
"2022-03-02 00:00:00",359,,26
"2022-03-03 00:00:00",402,,1676
"2022-03-04 00:00:00",415,,1219
"2022-03-05 00:00:00",423,,22
"2022-03-06 00:00:00",503,,59
"2022-03-07 00:00:00",449,,22
"2022-03-08 00:00:00",493,,35
"2022-03-09 00:00:00",447,,38
"2022-03-10 00:00:00",516,,57
"2022-03-11 00:00:00",565,,45
"2022-03-12 00:00:00",570,,29
"2022-03-13 00:00:00",664,,53
"2022-03-14 00:00:00",447,,27
"2022-03-15 00:00:00",446,,95
"2022-03-16 00:00:00",423,,91
"2022-03-17 00:00:00",507,,59
"2022-03-18 00:00:00",471,,41
"2022-03-19 00:00:00",513,,49
"2022-03-20 00:00:00",594,,22
"2022-03-21 00:00:00",427,,41
"2022-03-22 00:00:00",458,,36
"2022-03-23 00:00:00",389,,16
"2022-03-24 00:00:00",452,,133
"2022-03-25 00:00:00",473,,22
"2022-03-26 00:00:00",464,,24
"2022-03-27 00:00:00",533,,29
"2022-03-28 00:00:00",448,,20
"2022-03-29 00:00:00",442,,15
"2022-03-30 00:00:00",478,,63
"2022-03-31 00:00:00",511,,65
"2022-04-01 00:00:00",503,,30
