"DateTime","Euro Truck Simulator 2","Wreckfest","OMSI 2","American Truck Simulator","Fernbus Simulator","City Car Driving","CarX Drift Racing Online","MudRunner","Bus Simulator 21 Next Stop","SnowRunner"
"2019-07-17 00:00:00",29340,760,1017,5492,190,338,390,892,,
"2019-07-18 00:00:00",29121,689,1020,5434,189,334,368,916,,
"2019-07-19 00:00:00",25992,723,985,5593,178,325,350,888,,
"2019-07-20 00:00:00",28520,749,1013,6203,178,302,360,934,,
"2019-07-21 00:00:00",32054,779,1089,6868,199,308,360,1018,,
"2019-07-22 00:00:00",28337,685,980,5468,185,302,330,879,,
"2019-07-23 00:00:00",26131,664,998,5040,170,,323,816,,
"2019-07-24 00:00:00",24564,613,943,4755,163,,389,797,,
"2019-07-25 00:00:00",23024,623,907,4532,164,333,345,764,,
"2019-07-26 00:00:00",23140,645,923,4453,154,310,343,740,,
"2019-07-27 00:00:00",24773,697,994,5296,181,308,328,825,,
"2019-07-28 00:00:00",26216,722,1373,6871,190,307,317,897,,
"2019-07-29 00:00:00",24316,625,1214,4673,200,341,345,782,,
"2019-07-30 00:00:00",24232,694,1122,4555,198,316,320,820,,
"2019-07-31 00:00:00",29117,656,1059,4256,186,418,296,779,,
"2019-08-01 00:00:00",32390,608,999,3934,181,568,277,776,,
"2019-08-02 00:00:00",31999,645,994,4074,192,545,274,782,,
"2019-08-03 00:00:00",31614,619,1018,4816,196,440,251,869,,
"2019-08-04 00:00:00",29350,741,1159,5283,218,428,266,1000,,
"2019-08-05 00:00:00",26360,665,1032,4460,198,388,264,875,,
"2019-08-06 00:00:00",25329,700,1036,4239,191,377,262,849,,
"2019-08-07 00:00:00",24918,681,1089,4060,200,371,256,872,,
"2019-08-08 00:00:00",25172,677,1031,3940,164,319,226,896,,
"2019-08-09 00:00:00",24867,647,1034,3906,215,356,235,805,,
"2019-08-10 00:00:00",26644,659,1058,4996,247,356,244,936,,
"2019-08-11 00:00:00",27771,750,1130,5285,261,351,274,1046,,
"2019-08-12 00:00:00",25054,705,1035,4447,245,307,232,930,,
"2019-08-13 00:00:00",24801,632,1217,4197,227,331,242,866,,
"2019-08-14 00:00:00",23014,417,1098,3984,291,323,223,803,,
"2019-08-15 00:00:00",24245,574,1122,4048,305,321,219,934,,
"2019-08-16 00:00:00",23706,638,1085,4052,253,309,222,916,,
"2019-08-17 00:00:00",25155,662,1081,4945,250,317,269,1038,,
"2019-08-18 00:00:00",27658,815,1273,5478,281,339,261,1137,,
"2019-08-19 00:00:00",23902,616,1150,4411,252,337,236,908,,
"2019-08-20 00:00:00",23459,622,1090,4052,264,311,241,835,,
"2019-08-21 00:00:00",23284,613,1119,4056,283,320,229,845,,
"2019-08-22 00:00:00",22053,642,1072,3864,260,319,234,884,,
"2019-08-23 00:00:00",22090,743,1040,3989,245,322,227,842,,
"2019-08-24 00:00:00",22635,796,1025,4674,259,296,233,979,,
"2019-08-25 00:00:00",24703,858,1137,5045,294,345,225,1051,,
"2019-08-26 00:00:00",22198,869,1152,4203,243,335,214,934,,
"2019-08-27 00:00:00",21758,1307,1083,3882,227,336,214,894,,
"2019-08-28 00:00:00",21603,1344,1039,3712,226,330,220,865,,
"2019-08-29 00:00:00",21371,1293,1071,3559,218,344,207,783,,
"2019-08-30 00:00:00",21350,1456,1076,3712,227,354,211,805,,
"2019-08-31 00:00:00",23299,1456,1060,4422,238,368,210,964,,
"2019-09-01 00:00:00",24924,1542,1223,4885,273,369,222,1033,,
"2019-09-02 00:00:00",22848,1640,1119,4917,223,369,209,1021,,
"2019-09-03 00:00:00",22288,1364,1059,4256,206,366,209,834,,
"2019-09-04 00:00:00",21149,1298,1088,4250,207,359,215,773,,
"2019-09-05 00:00:00",19506,1130,1237,4471,207,377,214,773,,
"2019-09-06 00:00:00",23550,1208,1197,4214,223,394,212,796,,
"2019-09-07 00:00:00",26086,1269,1263,5391,279,380,264,986,,
"2019-09-08 00:00:00",27380,1353,1400,5859,296,405,230,1137,,
"2019-09-09 00:00:00",23959,1143,1326,4664,233,338,202,862,,
"2019-09-10 00:00:00",24839,1235,1211,4052,219,357,204,795,,
"2019-09-11 00:00:00",25549,1153,1219,3948,184,332,212,758,,
"2019-09-12 00:00:00",25533,1133,1310,3762,195,347,220,815,,
"2019-09-13 00:00:00",26952,1141,1318,3725,225,375,202,1271,,
"2019-09-14 00:00:00",28512,1257,1253,4786,238,407,242,1612,,
"2019-09-15 00:00:00",31649,1213,1374,5186,272,408,235,1921,,
"2019-09-16 00:00:00",27188,1065,1216,4061,205,348,245,1572,,
"2019-09-17 00:00:00",26132,1010,1193,3734,199,367,240,1323,,
"2019-09-18 00:00:00",25025,961,1134,3517,199,366,246,1231,,
"2019-09-19 00:00:00",24477,872,1215,3555,223,368,286,1078,,
"2019-09-20 00:00:00",26449,963,1233,3735,227,382,315,1084,,
"2019-09-21 00:00:00",27197,989,1206,4612,252,401,350,1255,,
"2019-09-22 00:00:00",28170,1000,1320,4836,261,425,354,1330,,
"2019-09-23 00:00:00",24246,934,1238,4105,215,333,276,986,,
"2019-09-24 00:00:00",24955,905,1231,3527,215,369,298,991,,
"2019-09-25 00:00:00",24828,866,1210,3507,214,355,306,994,,
"2019-09-26 00:00:00",27593,1002,1159,3491,214,357,280,988,,
"2019-09-27 00:00:00",30946,1813,1413,3565,224,383,279,1001,,
"2019-09-28 00:00:00",31216,2489,1308,4405,260,383,277,1201,,
"2019-09-29 00:00:00",33516,2921,1433,5183,282,403,291,1376,,
"2019-09-30 00:00:00",28055,2530,1175,3923,221,365,292,1034,,
"2019-10-01 00:00:00",30744,1856,1206,3613,257,338,257,922,,
"2019-10-02 00:00:00",29930,1665,1210,3971,267,328,267,960,,
"2019-10-03 00:00:00",29531,1527,1284,3943,248,377,279,961,,
"2019-10-04 00:00:00",30602,1433,1240,3961,256,401,307,1043,,
"2019-10-05 00:00:00",32259,1462,1295,4953,263,381,324,1136,,
"2019-10-06 00:00:00",34068,1466,1394,5277,271,397,313,1358,,
"2019-10-07 00:00:00",26796,1243,1150,4196,205,360,282,977,,
"2019-10-08 00:00:00",27097,1161,1141,3713,214,349,276,936,,
"2019-10-09 00:00:00",25626,1179,1140,3682,207,360,278,999,,
"2019-10-10 00:00:00",25417,1002,1152,4073,224,374,270,961,,
"2019-10-11 00:00:00",27728,1197,1268,4399,224,393,294,1040,,
"2019-10-12 00:00:00",30185,1249,1274,5209,251,373,297,1249,,
"2019-10-13 00:00:00",29707,1280,1438,5627,266,360,312,1305,,
"2019-10-14 00:00:00",25882,1112,1150,4421,209,349,300,1091,,
"2019-10-15 00:00:00",25638,969,1152,3947,205,349,265,970,,
"2019-10-16 00:00:00",25647,1005,1102,3708,200,316,268,983,,
"2019-10-17 00:00:00",25452,945,1126,3689,205,371,251,967,,
"2019-10-18 00:00:00",27887,1008,1199,3950,262,376,260,980,,
"2019-10-19 00:00:00",31502,1109,1201,4702,309,416,285,1212,,
"2019-10-20 00:00:00",33599,1118,1317,4989,327,386,319,1280,,
"2019-10-21 00:00:00",28658,922,1069,4033,281,366,262,942,,
"2019-10-22 00:00:00",27525,976,1081,3553,253,364,254,904,,
"2019-10-23 00:00:00",27176,917,1074,3542,243,342,250,898,,
"2019-10-24 00:00:00",26830,968,1117,3529,256,369,250,912,,
"2019-10-25 00:00:00",28805,1137,1170,3650,276,399,277,956,,
"2019-10-26 00:00:00",29980,1163,1148,4474,299,435,295,1115,,
"2019-10-27 00:00:00",32277,1062,1294,4821,343,387,315,1235,,
"2019-10-28 00:00:00",27868,993,1108,3950,241,351,290,892,,
"2019-10-29 00:00:00",30183,937,1087,3756,271,354,301,841,,
"2019-10-30 00:00:00",30549,918,1293,4005,276,362,309,871,,
"2019-10-31 00:00:00",30992,816,1252,4064,294,363,309,844,,
"2019-11-01 00:00:00",35575,1010,1418,4531,375,402,345,965,,
"2019-11-02 00:00:00",36205,1042,1366,5398,372,445,369,1123,,
"2019-11-03 00:00:00",36078,1009,1476,5707,397,430,346,1289,,
"2019-11-04 00:00:00",28896,1054,1163,4385,274,376,312,952,,
"2019-11-05 00:00:00",27164,1309,1149,4424,240,379,284,919,,
"2019-11-06 00:00:00",26645,1496,1103,4345,247,357,339,835,,
"2019-11-07 00:00:00",26091,1579,1208,8421,247,354,298,850,,
"2019-11-08 00:00:00",28823,1574,1346,8540,278,397,302,888,,
"2019-11-09 00:00:00",31305,1808,1376,9941,305,424,327,1143,,
"2019-11-10 00:00:00",32269,1990,1532,10095,314,397,288,1242,,
"2019-11-11 00:00:00",29819,1648,1243,7442,247,346,277,1232,,
"2019-11-12 00:00:00",28876,1355,1203,6087,221,358,269,1162,,
"2019-11-13 00:00:00",28090,1319,1218,5746,233,333,251,1057,,
"2019-11-14 00:00:00",27239,1236,1237,5484,254,337,276,1026,,
"2019-11-15 00:00:00",30462,1307,1366,5547,283,383,274,1110,,
"2019-11-16 00:00:00",32113,1372,1391,6409,328,438,306,1299,,
"2019-11-17 00:00:00",32665,1405,1524,6496,335,426,302,1447,,
"2019-11-18 00:00:00",27550,1142,1235,4803,273,376,278,1011,,
"2019-11-19 00:00:00",27150,1005,1220,4273,257,382,265,987,,
"2019-11-20 00:00:00",27481,1049,1254,4243,262,381,285,985,,
"2019-11-21 00:00:00",26664,991,1312,4079,222,395,249,966,,
"2019-11-22 00:00:00",28643,1170,1360,4374,269,405,308,1067,,
"2019-11-23 00:00:00",31621,1179,1397,5445,283,434,333,1337,,
"2019-11-24 00:00:00",34063,1162,1451,5656,291,403,324,1398,,
"2019-11-25 00:00:00",26957,964,1273,4256,229,354,276,993,,
"2019-11-26 00:00:00",26015,1028,1215,4085,218,340,345,984,,
"2019-11-27 00:00:00",28162,1236,1244,4594,211,516,349,1215,,
"2019-11-28 00:00:00",29236,1338,1285,4903,222,597,385,1373,,
"2019-11-29 00:00:00",32772,1535,1320,5168,265,700,375,1500,,
"2019-11-30 00:00:00",36371,1674,1336,5916,312,900,443,1750,,
"2019-12-01 00:00:00",38667,1751,1437,6198,407,906,409,1922,,
"2019-12-02 00:00:00",33163,1409,1312,4745,452,773,381,1693,,
"2019-12-03 00:00:00",30283,1311,1280,4300,411,740,371,1538,,
"2019-12-04 00:00:00",30276,1140,1270,4007,361,687,331,1413,,
"2019-12-05 00:00:00",36137,1198,1243,3990,400,595,377,1283,,
"2019-12-06 00:00:00",37825,1271,1353,4017,434,661,374,1345,,
"2019-12-07 00:00:00",40531,1200,1342,5216,436,629,381,1570,,
"2019-12-08 00:00:00",46034,1359,1452,5597,496,556,345,1552,,
"2019-12-09 00:00:00",39031,998,1181,4496,361,487,317,1163,,
"2019-12-10 00:00:00",38036,1004,1219,4029,335,468,301,1065,,
"2019-12-11 00:00:00",37241,911,1157,4046,303,448,312,1010,,
"2019-12-12 00:00:00",33721,930,1177,5820,352,432,301,1012,,
"2019-12-13 00:00:00",32556,992,1380,5958,374,509,311,1027,,
"2019-12-14 00:00:00",34568,1020,1367,7280,411,525,334,1289,,
"2019-12-15 00:00:00",36927,1115,1455,7505,422,466,315,1395,,
"2019-12-16 00:00:00",31126,903,1247,5764,333,427,330,1056,,
"2019-12-17 00:00:00",31752,1022,1159,6060,335,411,301,1024,,
"2019-12-18 00:00:00",34341,974,1204,6074,313,435,272,950,,
"2019-12-19 00:00:00",33747,1126,1304,5648,298,413,296,987,,
"2019-12-20 00:00:00",36414,1272,1387,5928,356,682,397,1267,,
"2019-12-21 00:00:00",40806,1549,1378,7113,389,778,462,1592,,
"2019-12-22 00:00:00",45359,1840,1567,7615,423,799,456,1792,,
"2019-12-23 00:00:00",40597,1819,1416,6429,417,721,450,1660,,
"2019-12-24 00:00:00",38524,1432,1545,6384,460,686,411,1506,,
"2019-12-25 00:00:00",39325,1698,1357,6758,621,793,450,1681,,
"2019-12-26 00:00:00",40243,1802,1422,6632,585,805,457,1915,,
"2019-12-27 00:00:00",41813,2092,1414,6704,595,829,463,1939,,
"2019-12-28 00:00:00",43274,2073,1428,7156,534,872,493,1986,,
"2019-12-29 00:00:00",43860,2179,1528,7642,572,833,471,2026,,
"2019-12-30 00:00:00",40612,2160,1456,6659,487,863,475,1828,,
"2019-12-31 00:00:00",39009,1612,1546,6073,550,832,464,1661,,
"2020-01-01 00:00:00",38529,1970,1531,7060,488,787,410,1851,,
"2020-01-02 00:00:00",38342,2012,1425,6166,454,825,424,1831,,
"2020-01-03 00:00:00",38655,2042,1402,5867,449,703,419,1649,,
"2020-01-04 00:00:00",39512,1966,1445,6723,486,650,466,1693,,
"2020-01-05 00:00:00",39052,1861,1474,6671,447,604,402,1751,,
"2020-01-06 00:00:00",33353,1413,1289,5698,352,565,381,1378,,
"2020-01-07 00:00:00",31274,1272,1244,4858,299,572,351,1214,,
"2020-01-08 00:00:00",30541,1311,1221,4675,307,528,326,1167,,
"2020-01-09 00:00:00",29940,1201,1206,4534,297,576,331,1147,,
"2020-01-10 00:00:00",31921,1426,1384,4842,339,589,357,1189,,
"2020-01-11 00:00:00",35147,1661,1431,6103,380,617,394,1481,,
"2020-01-12 00:00:00",36362,1559,1519,6346,387,599,348,1631,,
"2020-01-13 00:00:00",29754,1265,1221,5101,285,523,357,1145,,
"2020-01-14 00:00:00",29612,1226,1155,4434,294,543,343,1086,,
"2020-01-15 00:00:00",29060,1074,1208,4456,299,522,340,1088,,
"2020-01-16 00:00:00",28400,1143,1183,4320,320,542,355,1086,,
"2020-01-17 00:00:00",28315,1382,1309,4592,342,567,344,1155,,
"2020-01-18 00:00:00",33154,1484,1376,5981,396,608,381,1373,,
"2020-01-19 00:00:00",34125,1392,1547,6100,388,536,410,1472,,
"2020-01-20 00:00:00",29848,1207,1284,4975,305,512,388,1156,,
"2020-01-21 00:00:00",29088,1068,1252,4419,285,495,384,1047,,
"2020-01-22 00:00:00",28877,1041,1262,4279,260,482,412,993,,
"2020-01-23 00:00:00",28957,1043,1296,4275,274,534,396,1075,,
"2020-01-24 00:00:00",31584,1317,1378,4726,314,579,451,1417,,
"2020-01-25 00:00:00",35236,1566,1390,6167,364,595,565,1737,,
"2020-01-26 00:00:00",38042,1629,1523,6996,407,550,549,1973,,
"2020-01-27 00:00:00",33289,1359,1333,5361,350,520,550,1562,,
"2020-01-28 00:00:00",32334,1250,1293,4677,328,508,493,1466,,
"2020-01-29 00:00:00",31262,1191,1323,4522,337,517,476,1356,,
"2020-01-30 00:00:00",28968,1160,1236,4296,301,479,454,1303,,
"2020-01-31 00:00:00",29901,1270,1288,4544,354,550,468,1351,,
"2020-02-01 00:00:00",32453,1424,1354,5688,367,585,487,1614,,
"2020-02-02 00:00:00",34642,1399,1533,6045,403,541,468,1658,,
"2020-02-03 00:00:00",27555,1114,1227,4282,281,525,463,1187,,
"2020-02-04 00:00:00",27654,1060,1262,4267,279,515,451,1194,,
"2020-02-05 00:00:00",27296,1008,1233,4313,288,494,454,1172,,
"2020-02-06 00:00:00",27250,1036,1250,4167,258,550,466,1224,,
"2020-02-07 00:00:00",29304,1194,1391,4529,321,583,490,1310,,
"2020-02-08 00:00:00",31285,1199,1413,5560,332,648,520,1600,,
"2020-02-09 00:00:00",35546,1307,1687,5975,375,601,488,1686,,
"2020-02-10 00:00:00",28198,1075,1280,4888,285,519,462,1229,,
"2020-02-11 00:00:00",30164,1036,1326,4575,251,553,443,1189,,
"2020-02-12 00:00:00",30169,932,1289,4644,283,482,451,1233,,
"2020-02-13 00:00:00",30439,1099,1251,4569,279,508,434,1196,,
"2020-02-14 00:00:00",31224,1058,1287,4844,319,524,455,1254,,
"2020-02-15 00:00:00",36644,1335,1358,6228,342,552,488,1462,,
"2020-02-16 00:00:00",41629,1330,1508,6955,376,524,445,1633,,
"2020-02-17 00:00:00",32648,1166,1297,5520,279,468,441,1147,,
"2020-02-18 00:00:00",31050,952,1242,4835,270,477,411,1161,,
"2020-02-19 00:00:00",30104,1018,1235,4567,270,461,411,1164,,
"2020-02-20 00:00:00",28986,997,1250,4499,246,488,396,1139,,
"2020-02-21 00:00:00",30294,1171,1286,4593,325,551,426,1159,,
"2020-02-22 00:00:00",32702,1170,1320,5622,340,533,490,1383,,
"2020-02-23 00:00:00",36170,1190,1504,5864,404,481,429,1653,,
"2020-02-24 00:00:00",28895,1012,1247,4877,299,455,401,1226,,
"2020-02-25 00:00:00",28543,874,1242,4254,306,587,388,1163,,
"2020-02-26 00:00:00",26615,911,1176,4815,296,572,368,1190,,
"2020-02-27 00:00:00",26137,995,1219,5022,300,593,396,1212,,
"2020-02-28 00:00:00",27745,1208,1255,5084,313,666,428,1240,,
"2020-02-29 00:00:00",30896,1402,1392,6316,382,699,482,1577,,
"2020-03-01 00:00:00",33588,1309,1458,6653,395,674,425,1655,,
"2020-03-02 00:00:00",25814,1065,1258,5124,287,582,372,1212,,
"2020-03-03 00:00:00",25151,1018,1217,4430,307,527,382,1228,,
"2020-03-04 00:00:00",24664,1027,1195,4489,290,508,410,1128,,
"2020-03-05 00:00:00",25063,1008,1325,4388,293,514,416,1113,,
"2020-03-06 00:00:00",27309,1171,1480,4669,371,587,448,1181,,
"2020-03-07 00:00:00",29647,1179,1423,5965,391,568,470,1463,,
"2020-03-08 00:00:00",31490,1203,1568,6436,398,560,484,1597,,
"2020-03-09 00:00:00",25593,1024,1331,5038,293,492,447,1180,,
"2020-03-10 00:00:00",25456,947,1317,4490,299,450,431,1142,,
"2020-03-11 00:00:00",25536,858,1349,4435,282,475,401,1075,,
"2020-03-12 00:00:00",26685,998,1387,4438,295,498,444,1086,,
"2020-03-13 00:00:00",29429,1250,1521,4907,353,538,488,1199,,
"2020-03-14 00:00:00",33883,1241,1644,6176,396,537,524,1508,,
"2020-03-15 00:00:00",37113,1216,1834,6730,400,536,516,1667,,
"2020-03-16 00:00:00",32738,1132,1747,5488,326,496,451,1363,,
"2020-03-17 00:00:00",33678,1168,1739,5523,328,515,490,1410,,
"2020-03-18 00:00:00",34624,1160,1794,5744,310,482,540,1499,,
"2020-03-19 00:00:00",33137,1232,1726,5879,333,475,508,1457,,
"2020-03-20 00:00:00",36445,1399,1821,6322,352,489,532,1544,,
"2020-03-21 00:00:00",43660,1519,2034,7457,428,539,550,1850,,
"2020-03-22 00:00:00",46506,1439,2069,7657,446,527,527,2076,,
"2020-03-23 00:00:00",41188,1304,1867,6537,359,484,525,1649,,
"2020-03-24 00:00:00",41081,1348,1835,6342,371,465,478,1698,,
"2020-03-25 00:00:00",40350,1384,1853,6308,347,474,525,1615,,
"2020-03-26 00:00:00",40508,1374,1779,6345,330,452,520,1643,,
"2020-03-27 00:00:00",40938,1478,1801,6595,311,454,564,1770,,
"2020-03-28 00:00:00",43544,1632,1955,7860,383,512,582,2026,,
"2020-03-29 00:00:00",47191,1485,2147,8106,388,497,674,2246,,
"2020-03-30 00:00:00",45762,1325,1847,7691,339,490,680,1921,,
"2020-03-31 00:00:00",52208,1303,1736,8869,315,480,796,1892,,
"2020-04-01 00:00:00",52737,1225,1914,8675,299,469,793,1837,,
"2020-04-02 00:00:00",55322,1328,1854,8762,332,466,823,1843,,
"2020-04-03 00:00:00",55623,1415,1877,9137,396,460,810,1831,,
"2020-04-04 00:00:00",59528,1458,1865,10344,376,487,859,1930,,
"2020-04-05 00:00:00",61081,1308,1893,10454,368,455,767,1978,,
"2020-04-06 00:00:00",54940,1252,1662,8670,320,400,695,1719,,
"2020-04-07 00:00:00",51190,1232,1765,7939,307,390,590,1637,,
"2020-04-08 00:00:00",49242,1277,1697,7489,297,378,634,1587,,
"2020-04-09 00:00:00",48300,1484,1699,7802,349,384,635,1614,,
"2020-04-10 00:00:00",52219,1467,1841,8125,407,424,637,1748,,
"2020-04-11 00:00:00",51665,1446,1741,8328,412,427,645,1775,,
"2020-04-12 00:00:00",52593,1647,1801,8821,433,454,600,1892,,
"2020-04-13 00:00:00",50252,1503,1941,7569,456,398,639,1868,,
"2020-04-14 00:00:00",46361,1319,1648,6960,361,394,574,1699,,
"2020-04-15 00:00:00",44368,1307,1518,6637,326,379,593,1659,,
"2020-04-16 00:00:00",42958,1381,1459,6606,314,380,627,1606,,
"2020-04-17 00:00:00",43847,1590,1507,6598,338,398,614,1717,,
"2020-04-18 00:00:00",47551,1547,1594,7533,340,415,616,1794,,
"2020-04-19 00:00:00",48097,1414,1754,7736,358,436,604,1893,,
"2020-04-20 00:00:00",40914,1437,1496,7193,305,361,538,1693,,
"2020-04-21 00:00:00",41275,1344,1488,7557,296,369,555,1599,,
"2020-04-22 00:00:00",38998,1249,1435,7453,280,369,530,1562,,
"2020-04-23 00:00:00",39618,1351,1350,7562,270,364,537,1600,,
"2020-04-24 00:00:00",40925,1454,1390,7469,328,350,538,1643,,
"2020-04-25 00:00:00",42991,1602,1542,8276,344,378,555,1740,,
"2020-04-26 00:00:00",45266,1515,1578,8776,355,368,552,1945,,
"2020-04-27 00:00:00",36584,1399,1480,7038,290,355,567,1599,,
"2020-04-28 00:00:00",35821,1450,1475,12939,305,358,531,1514,,
"2020-04-29 00:00:00",36776,1723,1451,9928,291,352,556,1759,,
"2020-04-30 00:00:00",36383,1814,1574,9249,285,367,525,1893,,
"2020-05-01 00:00:00",42807,1776,1774,9331,341,750,532,2091,,
"2020-05-02 00:00:00",41932,1710,1647,8723,349,734,521,2151,,
"2020-05-03 00:00:00",43527,1669,1675,9373,368,743,520,2196,,
"2020-05-04 00:00:00",35477,1539,1483,7047,271,734,456,1875,,
"2020-05-05 00:00:00",33433,1420,1369,6733,264,769,528,1739,,
"2020-05-06 00:00:00",33918,1482,1314,6569,270,733,560,1671,,
"2020-05-07 00:00:00",32523,1497,1290,6450,239,724,507,1593,,
"2020-05-08 00:00:00",32952,1552,1361,6737,283,757,538,1619,,
"2020-05-09 00:00:00",34350,1691,1353,7391,304,729,659,1604,,
"2020-05-10 00:00:00",38162,1655,1521,7751,337,757,692,1727,,
"2020-05-11 00:00:00",32559,1623,1397,6377,339,717,698,1496,,
"2020-05-12 00:00:00",32717,1586,1332,6133,274,774,654,1392,,
"2020-05-13 00:00:00",32367,1591,1333,6031,279,757,667,1429,,
"2020-05-14 00:00:00",30582,1722,1241,5721,292,733,682,1301,,
"2020-05-15 00:00:00",30118,3081,1200,5683,276,597,690,1287,,
"2020-05-16 00:00:00",31788,3368,1244,6159,310,562,591,1251,,
"2020-05-17 00:00:00",32959,3865,1388,6600,378,484,665,1263,,
"2020-05-18 00:00:00",27939,3457,1214,5516,303,445,566,1080,,
"2020-05-19 00:00:00",28025,2926,1192,5206,271,434,557,1003,,
"2020-05-20 00:00:00",27247,2574,1177,5031,270,421,528,1005,,
"2020-05-21 00:00:00",26970,2196,1361,4916,256,443,514,895,,
"2020-05-22 00:00:00",28362,2394,1365,4970,286,430,480,920,,
"2020-05-23 00:00:00",32257,2245,1498,5783,337,458,537,1001,,
"2020-05-24 00:00:00",33966,2248,1540,5994,331,459,537,1022,,
"2020-05-25 00:00:00",30418,1997,1358,5866,297,445,548,912,,
"2020-05-26 00:00:00",32895,1732,1269,5918,281,426,500,811,,
"2020-05-27 00:00:00",32054,1620,1251,5861,242,401,465,756,,
"2020-05-28 00:00:00",33167,1542,1244,6007,283,403,477,724,,
"2020-05-29 00:00:00",33194,1737,1225,6050,337,422,501,732,,
"2020-05-30 00:00:00",36015,1657,1274,7161,335,422,520,772,,
"2020-05-31 00:00:00",38896,1627,1394,7271,363,471,468,911,,
"2020-06-01 00:00:00",34130,1481,1308,6264,283,446,492,779,,
"2020-06-02 00:00:00",33191,1349,1186,5521,272,422,485,743,,
"2020-06-03 00:00:00",32319,1373,1254,5318,258,437,516,730,,
"2020-06-04 00:00:00",36927,1566,1620,5102,282,454,519,752,,
"2020-06-05 00:00:00",36236,1793,1602,4944,293,468,518,699,,
"2020-06-06 00:00:00",36239,1791,1518,5526,314,433,497,793,,
"2020-06-07 00:00:00",37706,1797,1644,5876,314,449,523,802,,
"2020-06-08 00:00:00",32590,1655,1456,5189,297,457,471,695,,
"2020-06-09 00:00:00",31223,1621,1361,4728,293,443,428,706,,
"2020-06-10 00:00:00",30119,1511,1286,4601,288,410,450,661,,
"2020-06-11 00:00:00",31530,1545,1362,4719,305,434,471,707,,
"2020-06-12 00:00:00",27872,1674,1257,4493,255,423,440,604,,
"2020-06-13 00:00:00",28890,1525,1254,5060,278,426,429,661,,
"2020-06-14 00:00:00",31731,1563,1476,5556,322,492,495,761,,
"2020-06-15 00:00:00",27100,1503,1236,4705,257,451,433,630,,
"2020-06-16 00:00:00",26520,1351,1173,4588,236,431,441,588,,
"2020-06-17 00:00:00",30712,1412,1131,4693,241,421,420,590,,
"2020-06-18 00:00:00",30820,1418,1171,4879,222,411,472,562,,
"2020-06-19 00:00:00",29996,1378,1189,5190,256,426,437,596,,
"2020-06-20 00:00:00",31308,1397,1211,5830,265,442,443,667,,
"2020-06-21 00:00:00",32887,1340,1255,6120,289,427,458,692,,
"2020-06-22 00:00:00",29391,1290,1133,5121,239,434,437,588,,
"2020-06-23 00:00:00",27913,1202,1020,4900,233,402,463,554,,
"2020-06-24 00:00:00",27335,1117,1033,4941,233,441,440,537,,
"2020-06-25 00:00:00",25422,1186,1040,4913,232,441,456,571,,
"2020-06-26 00:00:00",28719,1682,1109,5211,245,497,588,961,,
"2020-06-27 00:00:00",32497,1845,1171,6349,312,544,633,1221,,
"2020-06-28 00:00:00",37381,2188,1301,7049,343,600,682,1488,,
"2020-06-29 00:00:00",34004,2226,1135,6210,284,570,684,1399,,
"2020-06-30 00:00:00",32884,2146,1145,6068,280,551,685,1367,,
"2020-07-01 00:00:00",32119,2076,1071,5952,267,522,664,1372,,
"2020-07-02 00:00:00",31883,1930,1116,5875,269,506,665,1293,,
"2020-07-03 00:00:00",31780,2108,1122,6250,268,561,643,1239,,
"2020-07-04 00:00:00",32416,2021,1114,6604,293,547,634,1330,,
"2020-07-05 00:00:00",34623,2257,1278,7179,299,564,641,1423,,
"2020-07-06 00:00:00",31827,1980,1144,6085,260,530,668,1239,,
"2020-07-07 00:00:00",32023,2154,1086,5879,251,517,616,1208,,
"2020-07-08 00:00:00",32974,2206,1134,5947,258,560,643,1197,,
"2020-07-09 00:00:00",31795,2167,1157,5870,264,544,602,1156,,
"2020-07-10 00:00:00",29986,2121,1154,5841,243,503,541,1010,,
"2020-07-11 00:00:00",30903,2114,1190,6369,292,509,539,1017,,
"2020-07-12 00:00:00",31679,2013,1288,6675,264,494,579,1032,,
"2020-07-13 00:00:00",28638,1801,1127,6038,235,473,476,899,,
"2020-07-14 00:00:00",28907,1900,1157,5878,238,493,500,792,,
"2020-07-15 00:00:00",28169,1769,1172,5833,227,459,464,777,,
"2020-07-16 00:00:00",27888,1668,1179,10978,220,493,481,771,,
"2020-07-17 00:00:00",29176,1684,1097,10388,202,428,486,702,,
"2020-07-18 00:00:00",30617,1585,1086,11447,223,439,471,810,,
"2020-07-19 00:00:00",33178,1715,1214,11831,238,489,493,820,,
"2020-07-20 00:00:00",31512,1548,1207,9713,209,447,495,706,,
"2020-07-21 00:00:00",29276,1559,1127,8833,215,479,490,702,,
"2020-07-22 00:00:00",29335,1393,1071,8260,215,482,492,728,,
"2020-07-23 00:00:00",28835,1500,1089,7938,223,487,506,684,,
"2020-07-24 00:00:00",28356,1525,1059,7715,223,466,462,679,,
"2020-07-25 00:00:00",30435,1536,1103,8634,231,471,491,762,,
"2020-07-26 00:00:00",33607,1643,1300,9274,251,491,542,783,,
"2020-07-27 00:00:00",29353,1441,1132,7679,218,490,524,717,,
"2020-07-28 00:00:00",27283,1524,1086,6925,231,475,504,648,,
"2020-07-29 00:00:00",26349,1302,1115,6591,206,488,498,645,,
"2020-07-30 00:00:00",25281,1359,1060,6395,204,472,499,613,,
"2020-07-31 00:00:00",23491,1298,1036,6055,197,484,501,624,,
